Cation 1,Cation 1 mol%,Cation 2,Cation 2 mol%,Cation 3,Cation 3 mol%,Cation 4,Cation 4 mol%,Cation 5,Cation 5 mol%,Cation 6,Cation 6 mol%,Anion 1,Anion 1 mol%,Anion 2,Anion 2 mol%,Support 1,Support 1 mol%,Support 2,Support 2 mol%,Support 3,Support 3 mol%,Preparation,Temperature,p(CH4),p(O2),p(CH4)/p(O2),p total,Contact time,X(O2),X(CH4),S(COx),S(C2=),S(C2-),S(C2),Y(C2)
Mn,2.23,Na,2.08,W,1.04,,,,,,,,,,,Si,94.65,,,,,Solid-phase technique,1157,0.68,0.32,2.1,1,0.14,32,22,45,33,19,55,12.1
Mn,2.23,Na,2.08,W,1.04,,,,,,,,,,,Si,94.65,,,,,Solid-phase technique,1187,0.68,0.32,2.1,1,0.14,50,29,51,33,13,49,14.2
Mn,2.91,Na,2.72,W,1.36,,,,,,,,,,,Ti,93.01,,,,,Sol-gel,1048,0.75,0.25,3,1,0.36,100,28.2,,26.2,17.5,43.7,12.3
Mn,2.91,Na,2.72,W,1.36,,,,,,,,,,,Ti,93.01,,,,,Sol-gel,1073,0.75,0.25,3,1,0.36,100,30.1,,30,16.7,46.7,14.1
Mn,2.91,W,1.36,Na,2.72,Mg,0,Ti,93.01,,,,,,,,,,,,,Sol-gel,998,0.53,0.27,2,1,0.18,,1.4,71.4,2.6,26,28.6,0.4
Mn,2.91,W,1.36,Na,2.72,Mg,0,Ti,93.01,,,,,,,,,,,,,Sol-gel,998,0.53,0.27,2,1,0.18,,7.2,97.4,0.4,2.2,2.6,0.2
Mn,2.91,W,1.36,Na,2.72,Mg,0,Ti,93.01,,,,,,,,,,,,,Sol-gel,1023,0.53,0.27,2,1,0.18,,4.9,65.1,8.1,26.8,34.9,1.7
Mn,2.91,W,1.36,Na,2.72,Mg,0,Ti,93.01,,,,,,,,,,,,,Sol-gel,1048,0.53,0.27,2,1,0.18,,9.2,49.4,16.9,33.7,50.6,4.6
Mn,2.91,W,1.36,Na,2.72,Mg,0,Ti,93.01,,,,,,,,,,,,,Sol-gel,1073,0.53,0.27,2,1,0.18,,41.4,56.9,28.7,14.4,43.1,17.9
Mn,2.91,W,1.36,Na,2.72,Mg,0,Ti,93.01,,,,,,,,,,,,,Sol-gel,1098,0.53,0.27,2,1,0.18,,37.5,59.4,27.1,13.5,40.6,15.2
Mn,2.91,W,1.36,Na,2.72,Mg,0,Ti,93.01,,,,,,,,,,,,,Sol-gel,1123,0.53,0.27,2,1,0.18,,37.3,54.4,32.9,12.7,45.6,17
Mn,2.57,W,1.2,Na,2.4,Mg,23.46,Ti,70.37,,,,,,,,,,,,,Sol-gel,998,0.53,0.27,2,1,0.18,,2.8,76.5,3.9,19.6,23.5,0.6
Mn,2.57,W,1.2,Na,2.4,Mg,23.46,Ti,70.37,,,,,,,,,,,,,Sol-gel,1023,0.53,0.27,2,1,0.18,,2.1,52.6,4.3,43.1,47.4,1
Mn,2.57,W,1.2,Na,2.4,Mg,23.46,Ti,70.37,,,,,,,,,,,,,Sol-gel,1023,0.53,0.27,2,1,0.18,,12.7,96.3,0.9,2.8,3.7,0.5
Mn,2.57,W,1.2,Na,2.4,Mg,23.46,Ti,70.37,,,,,,,,,,,,,Sol-gel,1048,0.53,0.27,2,1,0.18,,10.6,59.8,15.1,25.1,40.2,4.3
Mn,2.57,W,1.2,Na,2.4,Mg,23.46,Ti,70.37,,,,,,,,,,,,,Sol-gel,1073,0.53,0.27,2,1,0.18,,15.8,38.2,29.3,32.5,61.8,9.8
Mn,2.57,W,1.2,Na,2.4,Mg,23.46,Ti,70.37,,,,,,,,,,,,,Sol-gel,1098,0.53,0.27,2,1,0.18,,42.4,57.3,29.4,13.3,42.7,18.1
Mn,2.57,W,1.2,Na,2.4,Mg,23.46,Ti,70.37,,,,,,,,,,,,,Sol-gel,1123,0.53,0.27,2,1,0.18,,39.1,58.7,29.5,11.8,41.3,16.1
Mn,2.3,Na,2.15,W,1.07,,,,,,,,,,,Si,85.04,Ti,9.45,,,Sol-gel,1048,0.75,0.25,3,1,0.36,100,28.4,,29.8,14.9,44.7,12.7
Mn,2.3,Na,2.15,W,1.07,,,,,,,,,,,Si,85.04,Ti,9.45,,,Sol-gel,1073,0.75,0.25,3,1,0.36,100,32,,32.9,14.3,47.2,15.1
Mn,2.26,Na,2.11,W,1.06,,,,,,,,,,,Si,89.84,Ti,4.73,,,Sol-gel,1048,0.75,0.25,3,1,0.36,70,24.3,,33,22,55,13.4
Mn,2.26,Na,2.11,W,1.06,,,,,,,,,,,Si,80.38,Ti,9.46,Mg,4.73,Sol-gel,1048,0.75,0.25,3,1,0.36,100,14.4,,17.6,16,33.6,4.8
Mn,2.26,Na,2.11,W,1.06,,,,,,,,,,,Si,89.84,Ti,4.73,,,Sol-gel,1073,0.75,0.25,3,1,0.36,97.3,35.8,,40.2,18.3,58.5,20.9
Mn,2.26,Na,2.11,W,1.06,,,,,,,,,,,Si,80.38,Ti,9.46,Mg,4.73,Sol-gel,1073,0.75,0.25,3,1,0.36,100,27.4,,28.8,15.1,43.9,12
Mn,2.25,Na,2.11,W,1.05,,,,,,,,,,,Si,88.91,Ti,4.73,Mg,0.95,Sol-gel,1048,0.75,0.25,3,1,0.36,89.8,26.1,,26.9,13.4,40.3,10.5
Mn,2.25,Na,2.11,W,1.05,,,,,,,,,,,Si,88.91,Ti,4.73,Mg,0.95,Sol-gel,1073,0.75,0.25,3,1,0.36,99.8,28,,26.3,11,37.3,10.4
Mn,2.25,Na,2.1,W,1.05,,,,,,,,,,,Si,91.76,Ti,2.84,,,Sol-gel,1048,0.75,0.25,3,1,0.36,100,16.6,,23.8,23.8,47.5,7.9
Mn,2.25,Na,2.1,W,1.05,,,,,,,,,,,Si,91.76,Ti,2.84,,,Sol-gel,1073,0.75,0.25,3,1,0.36,100,24.8,,33,16.5,49.5,12.3
Mn,2.24,Na,2.09,W,1.05,,,,,,,,,,,Si,87.05,Ti,4.73,Mg,2.84,Sol-gel,1048,0.75,0.25,3,1,0.36,84.6,32.3,,39.1,19.6,58.7,19
Mn,2.24,Na,2.09,W,1.05,,,,,,,,,,,Si,87.05,Ti,4.73,Mg,2.84,Sol-gel,1073,0.75,0.25,3,1,0.36,100,35.2,,38.7,14.9,53.6,18.9
Mn,2.23,Na,2.09,W,1.04,,,,,,,,,,,Si,93.69,Ti,0.95,,,Sol-gel,1048,0.75,0.25,3,1,0.36,100,15,,18.2,22.7,40.9,6.1
Mn,2.23,Na,2.09,W,1.04,,,,,,,,,,,Si,93.69,Ti,0.95,,,Sol-gel,1073,0.75,0.25,3,1,0.36,100,25.2,,28.3,17.7,46,11.6
Mn,2.23,Na,2.08,W,1.04,,,,,,,,,,,Si,94.65,,,,,Sol-gel,1048,0.75,0.25,3,1,0.36,100,30.9,,31.7,17.6,49.3,15.3
Mn,2.23,Na,2.08,W,1.04,,,,,,,,,,,Si,85.19,Ti,4.73,Mg,4.73,Sol-gel,1048,0.75,0.25,3,1,0.36,76.7,30.9,,39.2,23.1,62.3,19.3
Mn,2.23,Na,2.08,W,1.04,,,,,,,,,,,Si,94.65,,,,,Sol-gel,1073,0.75,0.25,3,1,0.36,100,33.5,,35.5,15.5,51,17.1
Mn,2.23,Na,2.08,W,1.04,,,,,,,,,,,Si,94.65,,,,,Sol-gel,1073,0.75,0.25,3,1,0.36,98.1,33.3,,37.2,15.5,52.7,16.5
Mn,2.23,Na,2.08,W,1.04,,,,,,,,,,,Si,94.65,,,,,Sol-gel,1073,0.75,0.25,3,1,0.36,100,33.4,,35.6,15.5,51.1,17.1
Mn,2.23,Na,2.08,W,1.04,,,,,,,,,,,Si,85.19,Ti,4.73,Mg,4.73,Sol-gel,1073,0.75,0.25,3,1,0.36,98.7,38.3,,42.6,17.7,60.3,23.1
Mn,2.23,W,1.04,Na,2.08,Mg,47.33,Ti,47.33,,,,,,,,,,,,,Sol-gel,998,0.53,0.27,2,1,0.18,,11.2,72.5,7.9,19.6,27.5,3.1
Mn,2.23,W,1.04,Na,2.08,Mg,47.33,Ti,47.33,,,,,,,,,,,,,Sol-gel,1023,0.53,0.27,2,1,0.18,,9.9,76.1,6.8,17.1,23.9,2.3
Mn,2.23,W,1.04,Na,2.08,Mg,47.33,Ti,47.33,,,,,,,,,,,,,Sol-gel,1048,0.53,0.27,2,1,0.18,,5,50.5,11.4,38.1,49.5,2.4
Mn,2.23,W,1.04,Na,2.08,Mg,47.33,Ti,47.33,,,,,,,,,,,,,Sol-gel,1048,0.53,0.27,2,1,0.18,,18.1,94.3,1.9,3.8,5.7,1
Mn,2.23,W,1.04,Na,2.08,Mg,47.33,Ti,47.33,,,,,,,,,,,,,Sol-gel,1073,0.53,0.27,2,1,0.18,,11.9,46.9,23.6,29.5,53.1,6.3
Mn,2.23,W,1.04,Na,2.08,Mg,47.33,Ti,47.33,,,,,,,,,,,,,Sol-gel,1098,0.53,0.27,2,1,0.18,,40.9,56,31.4,12.6,44,18
Mn,2.23,W,1.04,Na,2.08,Mg,47.33,Ti,47.33,,,,,,,,,,,,,Sol-gel,1123,0.53,0.27,2,1,0.18,,42.4,58.3,29.8,11.9,41.7,17.7
Mn,2.21,Na,2.07,W,1.03,,,,,,,,,,,Si,87.11,Ti,2.84,Mg,4.73,Sol-gel,1048,0.75,0.25,3,1,0.36,100,25.8,,27.5,16.2,43.7,11.3
Mn,2.21,Na,2.07,W,1.03,,,,,,,,,,,Si,83.33,Ti,4.73,Mg,6.63,Sol-gel,1048,0.75,0.25,3,1,0.36,84.2,25.6,,28.9,13.7,42.6,10.9
Mn,2.21,Na,2.07,W,1.03,,,,,,,,,,,Si,87.11,Ti,2.84,Mg,4.73,Sol-gel,1073,0.75,0.25,3,1,0.36,100,29.5,,31.3,12.5,43.8,12.9
Mn,2.21,Na,2.07,W,1.03,,,,,,,,,,,Si,83.33,Ti,4.73,Mg,6.63,Sol-gel,1073,0.75,0.25,3,1,0.36,97.3,29.1,,30.1,11.1,41.2,12
Mn,2.2,Na,2.06,W,1.03,,,,,,,,,,,Si,89.04,Ti,0.95,Mg,4.74,Sol-gel,1048,0.75,0.25,3,1,0.36,100,24,,26.9,18,44.9,10.8
Mn,2.2,Na,2.06,W,1.03,,,,,,,,,,,Si,89.04,Ti,0.95,Mg,4.74,Sol-gel,1073,0.75,0.25,3,1,0.36,100,28.9,,30.3,13.8,44.1,12.8
Mn,2.19,Na,2.05,W,1.02,,,,,,,,,,,Si,90,Mg,0,,4.74,Sol-gel,1048,0.75,0.25,3,1,0.36,17.1,5.6,,13.1,32.9,46,2.6
Mn,2.19,Na,2.05,W,1.02,,,,,,,,,,,Si,80.53,Ti,4.74,Mg,9.47,Sol-gel,1048,0.75,0.25,3,1,0.36,54.1,18.5,,20.5,29.4,49.9,9.3
Mn,2.19,Na,2.05,W,1.02,,,,,,,,,,,Si,90,Mg,0,,4.74,Sol-gel,1073,0.75,0.25,3,1,0.36,65.3,19.5,,24.2,16.2,40.4,7.8
Mn,2.19,Na,2.05,W,1.02,,,,,,,,,,,Si,80.53,Ti,4.74,Mg,9.47,Sol-gel,1073,0.75,0.25,3,1,0.36,78.8,25.5,,31,15.5,46.5,11.9
Mn,1.88,W,0.88,Na,1.75,Mg,71.62,Ti,23.87,,,,,,,,,,,,,Sol-gel,998,0.53,0.27,2,1,0.18,,1.4,68.9,2.8,28.3,31.1,0.4
Mn,1.88,W,0.88,Na,1.75,Mg,71.62,Ti,23.87,,,,,,,,,,,,,Sol-gel,1023,0.53,0.27,2,1,0.18,,25.7,58.1,21,21,41.9,10.8
Mn,1.88,W,0.88,Na,1.75,Mg,71.62,Ti,23.87,,,,,,,,,,,,,Sol-gel,1048,0.53,0.27,2,1,0.18,,22.6,62.5,17.8,19.7,37.5,8.5
Mn,1.88,W,0.88,Na,1.75,Mg,71.62,Ti,23.87,,,,,,,,,,,,,Sol-gel,1073,0.53,0.27,2,1,0.18,,11.8,48.9,19.2,31.9,51.1,6
Mn,1.88,W,0.88,Na,1.75,Mg,71.62,Ti,23.87,,,,,,,,,,,,,Sol-gel,1073,0.53,0.27,2,1,0.18,,21.7,91.9,3.6,4.5,8.1,1.8
Mn,1.88,W,0.88,Na,1.75,Mg,71.62,Ti,23.87,,,,,,,,,,,,,Sol-gel,1098,0.53,0.27,2,1,0.18,,16.3,43.1,31,25.9,56.9,9.3
Mn,1.88,W,0.88,Na,1.75,Mg,71.62,Ti,23.87,,,,,,,,,,,,,Sol-gel,1123,0.53,0.27,2,1,0.18,,42,59,30.5,10.5,41,17.2
Mn,1.7,W,1.3,Na,20,,,,,,,,,,,Si,77,,,,,Sol-gel,1073,0.55,0.18,3,1,0.1,,36.8,,,,64.9,23.9
Mn,1.52,W,0.71,Na,1.42,Mg,96.35,Ti,0,,,,,,,,,,,,,Sol-gel,998,0.53,0.27,2,1,0.18,,3.8,88.8,1.9,9.3,11.2,0.4
Mn,1.52,W,0.71,Na,1.42,Mg,96.35,Ti,0,,,,,,,,,,,,,Sol-gel,1023,0.53,0.27,2,1,0.18,,4.3,62.8,6.2,31,37.2,1.6
Mn,1.52,W,0.71,Na,1.42,Mg,96.35,Ti,0,,,,,,,,,,,,,Sol-gel,1048,0.53,0.27,2,1,0.18,,37.1,55.4,27.4,17.2,44.6,16.5
Mn,1.52,W,0.71,Na,1.42,Mg,96.35,Ti,0,,,,,,,,,,,,,Sol-gel,1073,0.53,0.27,2,1,0.18,,34,59.8,24.7,15.5,40.2,13.7
Mn,1.52,W,0.71,Na,1.42,Mg,96.35,Ti,0,,,,,,,,,,,,,Sol-gel,1098,0.53,0.27,2,1,0.18,,23.9,48.6,30,21.4,51.4,12.3
Mn,1.52,W,0.71,Na,1.42,Mg,96.35,Ti,0,,,,,,,,,,,,,Sol-gel,1098,0.53,0.27,2,1,0.18,,23.5,89,5.8,5.2,11,2.6
Mn,1.52,W,0.71,Na,1.42,Mg,96.35,Ti,0,,,,,,,,,,,,,Sol-gel,1123,0.53,0.27,2,1,0.18,,29.8,49.2,36.3,14.5,50.8,15.1
Mn,2.23,Na,2.08,W,1.04,,,,,,,,,,,Si,94.65,,,,,Slurry,903,0.46,0.15,3,1,0.37,44.9,8.5,,,,8.4,0.7
Mn,2.23,Na,2.08,W,1.04,,,,,,,,,,,Si,94.65,,,,,Slurry,918,0.46,0.15,3,1,0.37,59.2,12.3,,,,8,1
Mn,2.23,Na,2.08,W,1.04,,,,,,,,,,,Si,94.65,,,,,Slurry,933,0.46,0.15,3,1,0.37,73.1,14.4,,,,10.7,1.5
Mn,2.23,Na,2.08,W,1.04,,,,,,,,,,,Si,94.65,,,,,Slurry,958,0.46,0.15,3,1,0.37,86.9,17.9,,,,13.6,2.4
Mn,2.23,Na,2.08,W,1.04,,,,,,,,,,,Si,94.65,,,,,Slurry,973,0.46,0.15,3,1,0.37,95.6,21.8,,,,16.9,3.7
Mn,2.23,Na,2.08,W,1.04,,,,,,,,,,,Si,94.65,,,,,Slurry,1008,0.46,0.15,3,1,0.37,98.9,24.6,,,,19.7,4.8
Mn,2.23,Na,2.08,W,1.04,,,,,,,,,,,Si,94.65,,,,,Slurry,1023,0.46,0.15,3,1,0.37,99,25.7,,,,23.3,6
Mn,2.23,Na,2.08,W,1.04,,,,,,,,,,,Si,94.65,,,,,Slurry,993,0.46,0.15,3,1,0.19,70.8,13,,,,22.3,2.9
Mn,2.23,Na,2.08,W,1.04,,,,,,,,,,,Si,94.65,,,,,Slurry,1018,0.46,0.15,3,1,0.19,85.7,18.7,,,,26.6,5
Mn,2.23,Na,2.08,W,1.04,,,,,,,,,,,Si,94.65,,,,,Slurry,1038,0.46,0.15,3,1,0.19,90.8,20.7,,,,30.4,6.3
Mn,2.23,Na,2.08,W,1.04,,,,,,,,,,,Si,94.65,,,,,Slurry,1073,0.46,0.15,3,1,0.19,95.7,23,,,,36.5,8.4
Mn,2.23,Na,2.08,W,1.04,,,,,,,,,,,Si,94.65,,,,,Slurry,1093,0.46,0.15,3,1,0.19,98.5,24.8,,,,46.1,11.4
Mn,2.23,Na,2.08,W,1.04,,,,,,,,,,,Si,94.65,,,,,Slurry,1113,0.46,0.15,3,1,0.19,99.2,23.8,,,,46.1,11
Mn,2.23,Na,2.08,W,1.04,,,,,,,,,,,Si,94.65,,,,,Slurry,1128,0.46,0.15,3,1,0.19,99.2,23.8,,,,46.6,11.1
Mn,2.23,Na,2.08,W,1.04,,,,,,,,,,,Si,94.65,,,,,Slurry,988,0.46,0.15,3,1,0.09,42.5,8.8,,,,26.1,2.3
Mn,2.23,Na,2.08,W,1.04,,,,,,,,,,,Si,94.65,,,,,Slurry,1013,0.46,0.15,3,1,0.09,49.3,12.4,,,,33.1,4.1
Mn,2.23,Na,2.08,W,1.04,,,,,,,,,,,Si,94.65,,,,,Slurry,1038,0.46,0.15,3,1,0.09,57.5,18.1,,,,45.3,8.2
Mn,2.23,Na,2.08,W,1.04,,,,,,,,,,,Si,94.65,,,,,Slurry,1073,0.46,0.15,3,1,0.09,69.9,24.4,,,,54.6,13.3
Mn,2.23,Na,2.08,W,1.04,,,,,,,,,,,Si,94.65,,,,,Slurry,1098,0.46,0.15,3,1,0.09,99.3,30.3,,,,63.5,19.2
Mn,2.23,Na,2.08,W,1.04,,,,,,,,,,,Si,94.65,,,,,Slurry,1113,0.46,0.15,3,1,0.09,99.2,30.6,,,,63,19.3
Mn,2.23,Na,2.08,W,1.04,,,,,,,,,,,Si,94.65,,,,,Slurry,1133,0.46,0.15,3,1,0.09,99.7,29.2,,,,63.2,18.4
Mn,2.23,Na,2.08,W,1.04,,,,,,,,,,,Si,94.65,,,,,Slurry,1148,0.46,0.15,3,1,0.09,100,29,,,,63.2,18.3
Mn,6.01,Na,4.5,W,2.25,Ce,2.36,La,2.378978995,,,,,,,Si,82.5,,,,,SCS,955,0.64,0.16,4,1,0.4,,,,,,,0.8
Mn,6.01,Na,4.5,W,2.25,Ce,2.36,La,2.378978995,,,,,,,Si,82.5,,,,,SCS,1001,0.64,0.16,4,1,0.4,,,,,,,5.4
Mn,6.01,Na,4.5,W,2.25,Ce,2.36,La,2.378978995,,,,,,,Si,82.5,,,,,SCS,1027,0.64,0.16,4,1,0.4,,,,,,,11.9
Mn,6.01,Na,4.5,W,2.25,Ce,2.36,La,2.378978995,,,,,,,Si,82.5,,,,,SCS,1035,0.64,0.16,4,1,0.4,,,,,,,15.6
Mn,6.01,Na,4.5,W,2.25,Ce,2.36,La,2.378978995,,,,,,,Si,82.5,,,,,SCS,1050,0.64,0.16,4,1,0.4,,,,,,,20.8
Mn,6.01,Na,4.5,W,2.25,Ce,2.36,La,2.378978995,,,,,,,Si,82.5,,,,,SCS,1067,0.64,0.16,4,1,0.4,,,,,,,20.8
Mn,6.01,Na,4.5,W,2.25,Ce,2.36,La,2.378978995,,,,,,,Si,82.5,,,,,SCS,1088,0.64,0.16,4,1,0.4,,,,,,,19.3
Mn,6.01,Na,4.5,W,2.25,Ce,2.36,La,2.378978995,,,,,,,Si,82.5,,,,,SCS,1098,0.64,0.16,4,1,0.4,,,,,,,17
Mn,6.01,Na,4.5,W,2.25,Ce,2.36,La,2.378978995,,,,,,,Si,82.5,,,,,SCS,1067,,,3,1,0.4,,,,,,,17.3
Mn,6.01,Na,4.5,W,2.25,Ce,2.36,La,2.378978995,,,,,,,Si,82.5,,,,,SCS,1067,,,5,1,0.4,,,,,,,8.5
Mn,5.83,Na,4.36,W,2.18,La,2.31,,,,,,,,,Si,85.32,,,,,SCS,956,0.64,0.16,4,1,0.42,,,,,,,0.1
Mn,5.83,Na,4.36,W,2.18,La,2.31,,,,,,,,,Si,85.32,,,,,SCS,1005,0.64,0.16,4,1,0.42,,,,,,,7.7
Mn,5.83,Na,4.36,W,2.18,La,2.31,,,,,,,,,Si,85.32,,,,,SCS,1030,0.64,0.16,4,1,0.42,,,,,,,16.2
Mn,5.83,Na,4.36,W,2.18,La,2.31,,,,,,,,,Si,85.32,,,,,SCS,1055,0.64,0.16,4,1,0.42,,,,,,,23.1
Mn,5.83,Na,4.36,W,2.18,La,2.31,,,,,,,,,Si,85.32,,,,,SCS,1056,0.64,0.16,4,1,0.42,,,,,,,22.6
Mn,5.83,Na,4.36,W,2.18,La,2.31,,,,,,,,,Si,85.32,,,,,SCS,1074,0.64,0.16,4,1,0.42,,,,,,,23.4
Mn,5.83,Na,4.36,W,2.18,La,2.31,,,,,,,,,Si,85.32,,,,,SCS,1090,0.64,0.16,4,1,0.42,,,,,,,21.1
Mn,5.83,Na,4.36,W,2.18,La,2.31,,,,,,,,,Si,85.32,,,,,SCS,1113,0.64,0.16,4,1,0.42,,,,,,,18.7
Mn,5.83,Na,4.36,W,2.18,Ce,2.29,,,,,,,,,Si,85.34,,,,,SCS,954,0.64,0.16,4,1,0.41,,,,,,,2.2
Mn,5.83,Na,4.36,W,2.18,Ce,2.29,,,,,,,,,Si,85.34,,,,,SCS,1006,0.64,0.16,4,1,0.41,,,,,,,14
Mn,5.83,Na,4.36,W,2.18,Ce,2.29,,,,,,,,,Si,85.34,,,,,SCS,1031,0.64,0.16,4,1,0.41,,,,,,,21.2
Mn,5.83,Na,4.36,W,2.18,Ce,2.29,,,,,,,,,Si,85.34,,,,,SCS,1047,0.64,0.16,4,1,0.41,,,,,,,21.1
Mn,5.83,Na,4.36,W,2.18,Ce,2.29,,,,,,,,,Si,85.34,,,,,SCS,1068,0.64,0.16,4,1,0.41,,,,,,,19.4
Mn,5.83,Na,4.36,W,2.18,Ce,2.29,,,,,,,,,Si,85.34,,,,,SCS,1089,0.64,0.16,4,1,0.41,,,,,,,17.8
Mn,5.83,Na,4.36,W,2.18,Ce,2.29,,,,,,,,,Si,85.34,,,,,SCS,1114,0.64,0.16,4,1,0.41,,,,,,,15.1
Mn,5.83,Na,4.36,W,2.18,La,2.31,,,,,,,,,Si,85.32,,,,,SCS,1055,,,2,1,0.42,,,,,,,24
Mn,5.83,Na,4.36,W,2.18,La,2.31,,,,,,,,,Si,85.32,,,,,SCS,1055,,,3,1,0.42,,,,,,,18.8
Mn,5.83,Na,4.36,W,2.18,La,2.31,,,,,,,,,Si,85.32,,,,,SCS,1055,,,5,1,0.42,,,,,,,9.6
Mn,5.83,Na,4.36,W,2.18,Ce,2.29,,,,,,,,,Si,85.34,,,,,SCS,1074,,,2,1,0.41,,,,,,,20.5
Mn,5.83,Na,4.36,W,2.18,Ce,2.29,,,,,,,,,Si,85.34,,,,,SCS,1074,,,3,1,0.41,,,,,,,17.7
Mn,5.83,Na,4.36,W,2.18,Ce,2.29,,,,,,,,,Si,85.34,,,,,SCS,1074,,,5,1,0.41,,,,,,,7.6
Mn,5.83,Na,4.36,W,2.18,Ce,2.29,,,,,,,,,Si,85.34,,,,,SCS,1067,,,2,1,0.4,,,,,,,17.8
Mn,5.66,Na,4.23,W,2.12,,,,,,,,,,,Si,87.99,,,,,SCS,938,0.64,0.16,4,1,0.43,,,,,,,2.4
Mn,5.66,Na,4.23,W,2.12,,,,,,,,,,,Si,87.99,,,,,SCS,988,0.64,0.16,4,1,0.43,,,,,,,18.4
Mn,5.66,Na,4.23,W,2.12,,,,,,,,,,,Si,87.99,,,,,SCS,1003,0.64,0.16,4,1,0.43,,,,,,,20.2
Mn,5.66,Na,4.23,W,2.12,,,,,,,,,,,Si,87.99,,,,,SCS,1013,0.64,0.16,4,1,0.43,0.4,,,,,,21.1
Mn,5.66,Na,4.23,W,2.12,,,,,,,,,,,Si,87.99,,,,,SCS,1031,0.64,0.16,4,1,0.43,0.4,,,,,,19.5
Mn,5.66,Na,4.23,W,2.12,,,,,,,,,,,Si,87.99,,,,,SCS,1033,0.64,0.16,4,1,0.43,0.4,,,,,,19.6
Mn,5.66,Na,4.23,W,2.12,,,,,,,,,,,Si,87.99,,,,,SCS,1054,0.64,0.16,4,1,0.43,0.4,,,,,,17.9
Mn,5.66,Na,4.23,W,2.12,,,,,,,,,,,Si,87.99,,,,,SCS,1079,0.64,0.16,4,1,0.43,,,,,,,15.8
Mn,5.66,Na,4.23,W,2.12,,,,,,,,,,,Si,87.99,,,,,SCS,1013,,,2,1,0.43,,,,,,,19
Mn,5.66,Na,4.23,W,2.12,,,,,,,,,,,Si,87.99,,,,,SCS,1013,,,3,1,0.43,,,,,,,17.2
Mn,5.66,Na,4.23,W,2.12,,,,,,,,,,,Si,87.99,,,,,SCS,1013,,,5,1,0.43,,,,,,,10.3
Mn,4.82,Na,4.32,W,2.16,,,,,,,,,,,Si,88.7,,,,,SCS,1073,0.5,0.1,5,1,0.16,,24.1,,,,72.2,17.4
Mn,4.82,Na,4.32,W,2.16,,,,,,,,,,,Si,88.7,,,,,SCS,1053,0.5,0.1,5,1,0.16,,22.6,,,,71.2,16.1
Mn,4.82,Na,4.32,W,2.16,,,,,,,,,,,Si,88.7,,,,,SCS,1033,0.5,0.1,5,1,0.16,,20.5,,,,65.3,13.4
Mn,4.82,Na,4.32,W,2.16,,,,,,,,,,,Si,88.7,,,,,SCS,1013,0.5,0.1,5,1,0.16,,12.8,,,,59.3,7.6
Mn,4.82,Na,4.32,W,2.16,,,,,,,,,,,Si,88.7,,,,,SCS,993,0.5,0.1,5,1,0.16,,9.6,,,,48.2,4.6
Mn,4.82,Na,4.32,W,2.16,,,,,,,,,,,Si,88.7,,,,,SCS,953,0.5,0.1,5,1,0.16,,1.6,,,,12.4,0.2
Mn,5.51,Na,1.24,W,0.62,,,,,,,,,,,Si,92.64,,,,,n.a.,1073,0.83,0.17,5,1,0.05,,25.7,,,,66.1,16.9
Mn,4.41,Na,1.24,W,0.62,,,,,,,,,,,Si,93.74,,,,,n.a.,1073,0.83,0.17,5,1,0.05,,25.5,,,,65.4,16.7
Mn,3.31,Na,1.24,W,0.62,,,,,,,,,,,Si,94.83,,,,,n.a.,1073,0.83,0.17,5,1,0.05,,25.2,,,,66.7,16.8
Mn,2.21,Na,1.24,W,0.62,,,,,,,,,,,Si,95.93,,,,,n.a.,1073,0.83,0.17,5,1,0.05,,26.7,,,,69.2,18.5
Mn,2.12,Na,2.51,W,1.25,,,,,,,,,,,Si,94.12,,,,,n.a.,1073,0.83,0.17,5,1,0.05,,17.2,,,,69.2,11.9
Mn,2.11,Na,2.08,W,1.04,,,,,,,,,,,Si,94.76,,,,,n.a.,1073,0.83,0.17,5,1,0.05,,19,,,,65,12.4
Mn,2.11,Na,1.66,W,0.83,,,,,,,,,,,Si,95.41,,,,,n.a.,1073,0.83,0.17,5,1,0.05,,24.5,,,,68.3,16.7
Mn,2.1,Na,1.24,W,0.62,,,,,,,,,,,Si,96.04,,,,,n.a.,1073,0.83,0.17,5,1,0.05,,26.8,,,,68.3,18.3
Mn,2.1,Na,1.24,W,0.62,,,,,,,,,,,Si,96.04,,,,,n.a.,1043,0.83,0.17,5,1,0.05,,16.9,,,,57,9.7
Mn,2.1,Na,1.24,W,0.62,,,,,,,,,,,Si,96.04,,,,,n.a.,1063,0.83,0.17,5,1,0.05,,20.4,,,,71.4,14.6
Mn,2.1,Na,1.24,W,0.62,,,,,,,,,,,Si,96.04,,,,,n.a.,1083,0.83,0.17,5,1,0.05,,26.8,,,,68.4,18.3
Mn,2.1,Na,1.24,W,0.62,,,,,,,,,,,Si,96.04,,,,,n.a.,1103,0.83,0.17,5,1,0.05,,24.5,,,,65.3,16
Mn,2.1,Na,1.24,W,0.62,,,,,,,,,,,Si,96.04,,,,,n.a.,1123,0.83,0.17,5,1,0.05,,24.5,,,,65.4,16
Mn,2.1,Na,1.24,W,0.62,,,,,,,,,,,Si,96.04,,,,,n.a.,1143,0.83,0.17,5,1,0.05,,23.7,,,,63.9,15.1
