,Temperature,pCH4_per_pO2,Contact time,Y(C2)_predicted,Extrapolation Strength,Extrapolating Variables,K-NN,SVR,GPR,DTR,RFR,XGB,LGBM,ETR,CB,MLP,scaled_probability_40,scaled_probability_80,scaled_probability_95,entropy,margin,max_prob
5617,1001.4,5.75,0.864,3.168072094,1,['Contact time'],0.743254573,0.8556434848591401,1.15004847015706,0.7432545729999999,0.7432545730000014,0.7562297,0.744246544858452,1.8533329625727013,2.029759750199464,6.679105559135782,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.584962500721156,0.0,0.3333333333333333
5618,1001.4,5.75,0.936,3.168072094,1,['Contact time'],0.743254573,0.8472012012777759,1.1777074253416575,0.7432545729999999,0.7432545730000014,0.7562297,0.744246544858452,1.8533329625727013,2.029759750199464,6.659152109653609,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.584962500721156,0.0,0.3333333333333333
5619,1001.4,5.75,1.008,3.168072094,1,['Contact time'],0.743254573,0.8388371753196653,1.2096405265252166,0.7432545729999999,0.7432545730000014,0.7562297,0.744246544858452,1.8533329625727013,2.029759750199464,6.6391986601714565,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.584962500721156,0.0,0.3333333333333333
5620,1001.4,5.75,1.08,3.168072094,1,['Contact time'],0.743254573,0.8305517469423007,1.243050429586229,0.7432545729999999,0.7432545730000014,0.7562297,0.744246544858452,1.8533329625727013,2.029759750199464,6.619245210689283,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.584962500721156,0.0,0.3333333333333333
5621,1001.4,5.75,1.152,3.168072094,1,['Contact time'],0.743254573,0.8223452527311883,1.275307985313293,0.7432545729999999,0.7432545730000014,0.7562297,0.744246544858452,1.8533329625727013,2.029759750199464,6.599291761207103,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.584962500721156,0.0,0.3333333333333333
5622,1001.4,5.75,1.224,3.168072094,1,['Contact time'],0.743254573,0.8142180258755554,1.304038451112695,0.7432545729999999,0.7432545730000014,0.7562297,0.744246544858452,1.8533329625727013,2.029759750199464,6.579338311724986,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.584962500721156,0.0,0.3333333333333333
5623,1001.4,5.75,1.296,3.168072094,1,['Contact time'],0.743254573,0.8061703961473325,1.3271908258589873,0.7432545729999999,0.7432545730000014,0.7562297,0.744246544858452,1.8533329625727013,2.029759750199464,6.559384862242848,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.584962500721156,0.0,0.3333333333333333
5624,1001.4,5.75,1.368,3.168072094,1,['Contact time'],0.743254573,0.7982026898774288,1.3430885327003406,0.7432545729999999,0.7432545730000014,0.7562297,0.744246544858452,1.8533329625727013,2.029759750199464,6.539431412760711,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.584962500721156,0.0,0.3333333333333333
5625,1001.4,5.75,1.44,3.168072094,1,['Contact time'],0.743254573,0.790315229935147,1.350460715381903,0.7432545729999999,0.7432545730000014,0.7562297,0.744246544858452,1.8533329625727013,2.029759750199464,6.519477963278509,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.584962500721156,0.0,0.3333333333333333
5631,1001.4,6.0,0.864,3.168072094,1,['Contact time'],0.743254573,0.8366663423960468,1.1187996221045449,0.7432545729999999,0.7432545730000014,0.83464426,0.744246544858452,1.8533329625727013,2.029759750199464,6.591906386607296,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.584962500721156,0.0,0.3333333333333333
5632,1001.4,6.0,0.936,3.168072094,1,['Contact time'],0.743254573,0.8282371338486056,1.1271190514484513,0.7432545729999999,0.7432545730000014,0.83464426,0.744246544858452,1.8533329625727013,2.029759750199464,6.571952937125094,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.584962500721156,0.0,0.3333333333333333
5633,1001.4,6.0,1.008,3.168072094,1,['Contact time'],0.743254573,0.8198864365618999,1.139336451743703,0.7432545729999999,0.7432545730000014,0.83464426,0.744246544858452,1.8533329625727013,2.029759750199464,6.551999487642935,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.584962500721156,0.0,0.3333333333333333
5634,1001.4,6.0,1.08,3.168072094,1,['Contact time'],0.743254573,0.8116145899508291,1.1532488282150588,0.7432545729999999,0.7432545730000014,0.83464426,0.744246544858452,1.8533329625727013,2.029759750199464,6.53204603816079,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.584962500721156,0.0,0.3333333333333333
5635,1001.4,6.0,1.152,3.168072094,1,['Contact time'],0.743254573,0.8034219300486889,1.1667776116248598,0.7432545729999999,0.7432545730000014,0.83464426,0.744246544858452,1.8533329625727013,2.029759750199464,6.512092588678596,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.584962500721156,0.0,0.3333333333333333
5636,1001.4,6.0,1.224,3.168072094,1,['Contact time'],0.743254573,0.7953087894814228,1.1780393502044832,0.7432545729999999,0.7432545730000014,0.83464426,0.744246544858452,1.8533329625727013,2.029759750199464,6.492139139196429,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.584962500721156,0.0,0.3333333333333333
5637,1001.4,6.0,1.296,3.168072094,1,['Contact time'],0.743254573,0.7872754974486282,1.1854028057880086,0.7432545729999999,0.7432545730000014,0.83464426,0.744246544858452,1.8533329625727013,2.029759750199464,6.472185689714334,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.584962500721156,0.0,0.3333333333333333
5638,1001.4,6.0,1.368,3.168072094,1,['Contact time'],0.743254573,0.7793223796980504,1.1875309646040728,0.7432545729999999,0.7432545730000014,0.83464426,0.744246544858452,1.8533329625727013,2.029759750199464,6.452232240232203,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.584962500721156,0.0,0.3333333333333333
5639,1001.4,6.0,1.44,3.168072094,1,['Contact time'],0.743254573,0.7714497585062965,1.183407327064935,0.7432545729999999,0.7432545730000014,0.83464426,0.744246544858452,1.8533329625727013,2.029759750199464,6.432278790750009,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.584962500721156,0.0,0.3333333333333333
5710,1024.6,1.75,0.504,16.11897537,1,['pCH4_per_pO2'],8.696165898,8.753535119408463,0.5861591201231566,8.172252768,8.108602360905197,8.36553,8.17114271937216,8.003565597663922,8.134640014620327,8.385108477443953,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.584962500721156,0.0,0.3333333333333333
5730,1024.6,2.0,0.432,14.33740205,1,['pCH4_per_pO2'],8.696165898,8.680627901482602,1.0063323843175782,8.172252768,8.096486226793523,8.2574625,8.162566255585933,8.047643785722098,8.134640014620327,8.317862754397606,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.584962500721156,0.0,0.3333333333333333
5731,1024.6,2.0,0.504,14.33740205,1,['pCH4_per_pO2'],8.696165898,8.66547372858699,0.99039087285251,8.172252768,8.108602360905197,8.36553,8.17114271937216,8.003565597663922,8.134640014620327,8.29790930491546,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.584962500721156,0.0,0.3333333333333333
7007,1094.2,3.75,0.144,14.57415358,1,['pCH4_per_pO2'],15.342129735,14.838713809745002,15.149863718638514,15.15445551,15.1059932808133,15.055318,15.140710278872552,14.54057816693698,14.47442951810571,8.42042907595118,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.584962500721156,0.0,0.3333333333333333
