,Temperature,pCH4_per_pO2,Contact time,Y(C2)_predicted,Extrapolation Strength,Extrapolating Variables
170,723.0,1.75,1.44,9.933110279,2,"['Temperature', 'Contact time']"
180,723.0,2.0,0.648,8.206915799,2,"['Temperature', 'Contact time']"
181,723.0,2.0,0.72,8.206915799,2,"['Temperature', 'Contact time']"
182,723.0,2.0,0.792,8.206915799,2,"['Temperature', 'Contact time']"
183,723.0,2.0,0.864,8.206915799,2,"['Temperature', 'Contact time']"
184,723.0,2.0,0.936,8.206915799,2,"['Temperature', 'Contact time']"
185,723.0,2.0,1.008,8.206915799,2,"['Temperature', 'Contact time']"
186,723.0,2.0,1.08,8.206915799,2,"['Temperature', 'Contact time']"
187,723.0,2.0,1.152,8.206915799,2,"['Temperature', 'Contact time']"
188,723.0,2.0,1.224,8.206915799,2,"['Temperature', 'Contact time']"
189,723.0,2.0,1.296,8.206915799,2,"['Temperature', 'Contact time']"
190,723.0,2.0,1.368,8.206915799,2,"['Temperature', 'Contact time']"
191,723.0,2.0,1.44,8.206915799,2,"['Temperature', 'Contact time']"
201,723.0,2.25,0.648,4.701343831,2,"['Temperature', 'Contact time']"
202,723.0,2.25,0.72,4.701343831,2,"['Temperature', 'Contact time']"
203,723.0,2.25,0.792,4.701343831,2,"['Temperature', 'Contact time']"
204,723.0,2.25,0.864,4.701343831,2,"['Temperature', 'Contact time']"
205,723.0,2.25,0.936,4.701343831,2,"['Temperature', 'Contact time']"
206,723.0,2.25,1.008,4.701343831,2,"['Temperature', 'Contact time']"
207,723.0,2.25,1.08,4.701343831,2,"['Temperature', 'Contact time']"
208,723.0,2.25,1.152,4.701343831,2,"['Temperature', 'Contact time']"
209,723.0,2.25,1.224,4.701343831,2,"['Temperature', 'Contact time']"
210,723.0,2.25,1.296,4.701343831,2,"['Temperature', 'Contact time']"
211,723.0,2.25,1.368,4.701343831,2,"['Temperature', 'Contact time']"
212,723.0,2.25,1.44,4.701343831,2,"['Temperature', 'Contact time']"
222,723.0,2.5,0.648,4.682910717,2,"['Temperature', 'Contact time']"
223,723.0,2.5,0.72,4.682910717,2,"['Temperature', 'Contact time']"
224,723.0,2.5,0.792,4.682910717,2,"['Temperature', 'Contact time']"
225,723.0,2.5,0.864,4.682910717,2,"['Temperature', 'Contact time']"
226,723.0,2.5,0.936,4.682910717,2,"['Temperature', 'Contact time']"
227,723.0,2.5,1.008,4.682910717,2,"['Temperature', 'Contact time']"
228,723.0,2.5,1.08,4.682910717,2,"['Temperature', 'Contact time']"
229,723.0,2.5,1.152,4.682910717,2,"['Temperature', 'Contact time']"
230,723.0,2.5,1.224,4.682910717,2,"['Temperature', 'Contact time']"
231,723.0,2.5,1.296,4.682910717,2,"['Temperature', 'Contact time']"
232,723.0,2.5,1.368,4.682910717,2,"['Temperature', 'Contact time']"
233,723.0,2.5,1.44,4.682910717,2,"['Temperature', 'Contact time']"
243,723.0,2.75,0.648,4.550441612,2,"['Temperature', 'Contact time']"
244,723.0,2.75,0.72,4.550441612,2,"['Temperature', 'Contact time']"
245,723.0,2.75,0.792,4.550441612,2,"['Temperature', 'Contact time']"
246,723.0,2.75,0.864,4.550441612,2,"['Temperature', 'Contact time']"
247,723.0,2.75,0.936,4.550441612,2,"['Temperature', 'Contact time']"
248,723.0,2.75,1.008,4.550441612,2,"['Temperature', 'Contact time']"
249,723.0,2.75,1.08,4.550441612,2,"['Temperature', 'Contact time']"
250,723.0,2.75,1.152,4.550441612,2,"['Temperature', 'Contact time']"
251,723.0,2.75,1.224,4.550441612,2,"['Temperature', 'Contact time']"
252,723.0,2.75,1.296,4.550441612,2,"['Temperature', 'Contact time']"
253,723.0,2.75,1.368,4.550441612,2,"['Temperature', 'Contact time']"
254,723.0,2.75,1.44,4.550441612,2,"['Temperature', 'Contact time']"
264,723.0,3.0000000000000004,0.648,3.352292825,2,"['Temperature', 'Contact time']"
265,723.0,3.0000000000000004,0.72,3.352292825,2,"['Temperature', 'Contact time']"
266,723.0,3.0000000000000004,0.792,3.352292825,2,"['Temperature', 'Contact time']"
267,723.0,3.0000000000000004,0.864,3.352292825,2,"['Temperature', 'Contact time']"
268,723.0,3.0000000000000004,0.936,3.352292825,2,"['Temperature', 'Contact time']"
269,723.0,3.0000000000000004,1.008,3.352292825,2,"['Temperature', 'Contact time']"
270,723.0,3.0000000000000004,1.08,3.352292825,2,"['Temperature', 'Contact time']"
271,723.0,3.0000000000000004,1.152,3.352292825,2,"['Temperature', 'Contact time']"
272,723.0,3.0000000000000004,1.224,3.352292825,2,"['Temperature', 'Contact time']"
273,723.0,3.0000000000000004,1.296,3.352292825,2,"['Temperature', 'Contact time']"
274,723.0,3.0000000000000004,1.368,3.352292825,2,"['Temperature', 'Contact time']"
275,723.0,3.0000000000000004,1.44,3.352292825,2,"['Temperature', 'Contact time']"
285,723.0,3.25,0.648,3.352292825,2,"['Temperature', 'Contact time']"
286,723.0,3.25,0.72,3.352292825,2,"['Temperature', 'Contact time']"
287,723.0,3.25,0.792,3.352292825,2,"['Temperature', 'Contact time']"
288,723.0,3.25,0.864,3.352292825,2,"['Temperature', 'Contact time']"
289,723.0,3.25,0.936,3.352292825,2,"['Temperature', 'Contact time']"
290,723.0,3.25,1.008,3.352292825,2,"['Temperature', 'Contact time']"
291,723.0,3.25,1.08,3.352292825,2,"['Temperature', 'Contact time']"
292,723.0,3.25,1.152,3.352292825,2,"['Temperature', 'Contact time']"
293,723.0,3.25,1.224,3.352292825,2,"['Temperature', 'Contact time']"
294,723.0,3.25,1.296,3.352292825,2,"['Temperature', 'Contact time']"
295,723.0,3.25,1.368,3.352292825,2,"['Temperature', 'Contact time']"
296,723.0,3.25,1.44,3.352292825,2,"['Temperature', 'Contact time']"
306,723.0,3.5,0.648,3.352292825,2,"['Temperature', 'Contact time']"
307,723.0,3.5,0.72,3.352292825,2,"['Temperature', 'Contact time']"
308,723.0,3.5,0.792,3.352292825,2,"['Temperature', 'Contact time']"
309,723.0,3.5,0.864,3.352292825,2,"['Temperature', 'Contact time']"
310,723.0,3.5,0.936,3.352292825,2,"['Temperature', 'Contact time']"
311,723.0,3.5,1.008,3.352292825,2,"['Temperature', 'Contact time']"
312,723.0,3.5,1.08,3.352292825,2,"['Temperature', 'Contact time']"
313,723.0,3.5,1.152,3.352292825,2,"['Temperature', 'Contact time']"
314,723.0,3.5,1.224,3.352292825,2,"['Temperature', 'Contact time']"
315,723.0,3.5,1.296,3.352292825,2,"['Temperature', 'Contact time']"
316,723.0,3.5,1.368,3.352292825,2,"['Temperature', 'Contact time']"
317,723.0,3.5,1.44,3.352292825,2,"['Temperature', 'Contact time']"
327,723.0,3.75,0.648,3.352292825,2,"['Temperature', 'Contact time']"
328,723.0,3.75,0.72,3.352292825,2,"['Temperature', 'Contact time']"
329,723.0,3.75,0.792,3.352292825,2,"['Temperature', 'Contact time']"
330,723.0,3.75,0.864,3.352292825,2,"['Temperature', 'Contact time']"
331,723.0,3.75,0.936,3.352292825,2,"['Temperature', 'Contact time']"
332,723.0,3.75,1.008,3.352292825,2,"['Temperature', 'Contact time']"
333,723.0,3.75,1.08,3.352292825,2,"['Temperature', 'Contact time']"
334,723.0,3.75,1.152,3.352292825,2,"['Temperature', 'Contact time']"
335,723.0,3.75,1.224,3.352292825,2,"['Temperature', 'Contact time']"
336,723.0,3.75,1.296,3.352292825,2,"['Temperature', 'Contact time']"
337,723.0,3.75,1.368,3.352292825,2,"['Temperature', 'Contact time']"
338,723.0,3.75,1.44,3.352292825,2,"['Temperature', 'Contact time']"
348,723.0,4.0,0.648,1.500681153,2,"['Temperature', 'Contact time']"
349,723.0,4.0,0.72,1.500681153,2,"['Temperature', 'Contact time']"
350,723.0,4.0,0.792,1.500681153,2,"['Temperature', 'Contact time']"
351,723.0,4.0,0.864,1.500681153,2,"['Temperature', 'Contact time']"
352,723.0,4.0,0.936,1.500681153,2,"['Temperature', 'Contact time']"
353,723.0,4.0,1.008,1.500681153,2,"['Temperature', 'Contact time']"
354,723.0,4.0,1.08,1.500681153,2,"['Temperature', 'Contact time']"
355,723.0,4.0,1.152,1.500681153,2,"['Temperature', 'Contact time']"
356,723.0,4.0,1.224,1.500681153,2,"['Temperature', 'Contact time']"
357,723.0,4.0,1.296,1.500681153,2,"['Temperature', 'Contact time']"
358,723.0,4.0,1.368,1.500681153,2,"['Temperature', 'Contact time']"
359,723.0,4.0,1.44,1.500681153,2,"['Temperature', 'Contact time']"
369,723.0,4.25,0.648,1.500681153,2,"['Temperature', 'Contact time']"
370,723.0,4.25,0.72,1.500681153,2,"['Temperature', 'Contact time']"
371,723.0,4.25,0.792,1.500681153,2,"['Temperature', 'Contact time']"
372,723.0,4.25,0.864,1.500681153,2,"['Temperature', 'Contact time']"
373,723.0,4.25,0.936,1.500681153,2,"['Temperature', 'Contact time']"
374,723.0,4.25,1.008,1.500681153,2,"['Temperature', 'Contact time']"
375,723.0,4.25,1.08,1.500681153,2,"['Temperature', 'Contact time']"
376,723.0,4.25,1.152,1.500681153,2,"['Temperature', 'Contact time']"
377,723.0,4.25,1.224,1.500681153,2,"['Temperature', 'Contact time']"
378,723.0,4.25,1.296,1.500681153,2,"['Temperature', 'Contact time']"
379,723.0,4.25,1.368,1.500681153,2,"['Temperature', 'Contact time']"
380,723.0,4.25,1.44,1.500681153,2,"['Temperature', 'Contact time']"
390,723.0,4.499999999999999,0.648,1.500681153,2,"['Temperature', 'Contact time']"
391,723.0,4.499999999999999,0.72,1.500681153,2,"['Temperature', 'Contact time']"
392,723.0,4.499999999999999,0.792,1.500681153,2,"['Temperature', 'Contact time']"
393,723.0,4.499999999999999,0.864,1.500681153,2,"['Temperature', 'Contact time']"
394,723.0,4.499999999999999,0.936,1.500681153,2,"['Temperature', 'Contact time']"
395,723.0,4.499999999999999,1.008,1.500681153,2,"['Temperature', 'Contact time']"
396,723.0,4.499999999999999,1.08,1.500681153,2,"['Temperature', 'Contact time']"
397,723.0,4.499999999999999,1.152,1.500681153,2,"['Temperature', 'Contact time']"
398,723.0,4.499999999999999,1.224,1.500681153,2,"['Temperature', 'Contact time']"
399,723.0,4.499999999999999,1.296,1.500681153,2,"['Temperature', 'Contact time']"
400,723.0,4.499999999999999,1.368,1.500681153,2,"['Temperature', 'Contact time']"
401,723.0,4.499999999999999,1.44,1.500681153,2,"['Temperature', 'Contact time']"
411,723.0,4.749999999999999,0.648,1.500681153,2,"['Temperature', 'Contact time']"
412,723.0,4.749999999999999,0.72,1.500681153,2,"['Temperature', 'Contact time']"
413,723.0,4.749999999999999,0.792,1.500681153,2,"['Temperature', 'Contact time']"
414,723.0,4.749999999999999,0.864,1.500681153,2,"['Temperature', 'Contact time']"
415,723.0,4.749999999999999,0.936,1.500681153,2,"['Temperature', 'Contact time']"
416,723.0,4.749999999999999,1.008,1.500681153,2,"['Temperature', 'Contact time']"
417,723.0,4.749999999999999,1.08,1.500681153,2,"['Temperature', 'Contact time']"
418,723.0,4.749999999999999,1.152,1.500681153,2,"['Temperature', 'Contact time']"
419,723.0,4.749999999999999,1.224,1.500681153,2,"['Temperature', 'Contact time']"
420,723.0,4.749999999999999,1.296,1.500681153,2,"['Temperature', 'Contact time']"
421,723.0,4.749999999999999,1.368,1.500681153,2,"['Temperature', 'Contact time']"
422,723.0,4.749999999999999,1.44,1.500681153,2,"['Temperature', 'Contact time']"
432,723.0,5.0,0.648,0.81804925,2,"['Temperature', 'Contact time']"
433,723.0,5.0,0.72,0.81804925,2,"['Temperature', 'Contact time']"
434,723.0,5.0,0.792,0.81804925,2,"['Temperature', 'Contact time']"
435,723.0,5.0,0.864,0.81804925,2,"['Temperature', 'Contact time']"
436,723.0,5.0,0.936,0.81804925,2,"['Temperature', 'Contact time']"
437,723.0,5.0,1.008,0.81804925,2,"['Temperature', 'Contact time']"
438,723.0,5.0,1.08,0.81804925,2,"['Temperature', 'Contact time']"
439,723.0,5.0,1.152,0.81804925,2,"['Temperature', 'Contact time']"
440,723.0,5.0,1.224,0.81804925,2,"['Temperature', 'Contact time']"
441,723.0,5.0,1.296,0.81804925,2,"['Temperature', 'Contact time']"
442,723.0,5.0,1.368,0.81804925,2,"['Temperature', 'Contact time']"
443,723.0,5.0,1.44,0.81804925,2,"['Temperature', 'Contact time']"
453,723.0,5.25,0.648,0.81804925,2,"['Temperature', 'Contact time']"
454,723.0,5.25,0.72,0.81804925,2,"['Temperature', 'Contact time']"
455,723.0,5.25,0.792,0.81804925,2,"['Temperature', 'Contact time']"
456,723.0,5.25,0.864,0.81804925,2,"['Temperature', 'Contact time']"
457,723.0,5.25,0.936,0.81804925,2,"['Temperature', 'Contact time']"
458,723.0,5.25,1.008,0.81804925,2,"['Temperature', 'Contact time']"
459,723.0,5.25,1.08,0.81804925,2,"['Temperature', 'Contact time']"
460,723.0,5.25,1.152,0.81804925,2,"['Temperature', 'Contact time']"
461,723.0,5.25,1.224,0.81804925,2,"['Temperature', 'Contact time']"
462,723.0,5.25,1.296,0.81804925,2,"['Temperature', 'Contact time']"
463,723.0,5.25,1.368,0.81804925,2,"['Temperature', 'Contact time']"
464,723.0,5.25,1.44,0.81804925,2,"['Temperature', 'Contact time']"
474,723.0,5.5,0.648,0.81804925,2,"['Temperature', 'Contact time']"
475,723.0,5.5,0.72,0.81804925,2,"['Temperature', 'Contact time']"
476,723.0,5.5,0.792,0.81804925,2,"['Temperature', 'Contact time']"
477,723.0,5.5,0.864,0.81804925,2,"['Temperature', 'Contact time']"
478,723.0,5.5,0.936,0.81804925,2,"['Temperature', 'Contact time']"
479,723.0,5.5,1.008,0.81804925,2,"['Temperature', 'Contact time']"
480,723.0,5.5,1.08,0.81804925,2,"['Temperature', 'Contact time']"
481,723.0,5.5,1.152,0.81804925,2,"['Temperature', 'Contact time']"
482,723.0,5.5,1.224,0.81804925,2,"['Temperature', 'Contact time']"
483,723.0,5.5,1.296,0.81804925,2,"['Temperature', 'Contact time']"
484,723.0,5.5,1.368,0.81804925,2,"['Temperature', 'Contact time']"
485,723.0,5.5,1.44,0.81804925,2,"['Temperature', 'Contact time']"
495,723.0,5.75,0.648,0.81804925,2,"['Temperature', 'Contact time']"
496,723.0,5.75,0.72,0.81804925,2,"['Temperature', 'Contact time']"
497,723.0,5.75,0.792,0.81804925,2,"['Temperature', 'Contact time']"
498,723.0,5.75,0.864,0.81804925,2,"['Temperature', 'Contact time']"
499,723.0,5.75,0.936,0.81804925,2,"['Temperature', 'Contact time']"
500,723.0,5.75,1.008,0.81804925,2,"['Temperature', 'Contact time']"
501,723.0,5.75,1.08,0.81804925,2,"['Temperature', 'Contact time']"
502,723.0,5.75,1.152,0.81804925,2,"['Temperature', 'Contact time']"
503,723.0,5.75,1.224,0.81804925,2,"['Temperature', 'Contact time']"
504,723.0,5.75,1.296,0.81804925,2,"['Temperature', 'Contact time']"
505,723.0,5.75,1.368,0.81804925,2,"['Temperature', 'Contact time']"
506,723.0,5.75,1.44,0.81804925,2,"['Temperature', 'Contact time']"
516,723.0,6.000000000000001,0.648,0.81804925,2,"['Temperature', 'Contact time']"
517,723.0,6.000000000000001,0.72,0.81804925,2,"['Temperature', 'Contact time']"
518,723.0,6.000000000000001,0.792,0.81804925,2,"['Temperature', 'Contact time']"
519,723.0,6.000000000000001,0.864,0.81804925,2,"['Temperature', 'Contact time']"
520,723.0,6.000000000000001,0.936,0.81804925,2,"['Temperature', 'Contact time']"
521,723.0,6.000000000000001,1.008,0.81804925,2,"['Temperature', 'Contact time']"
522,723.0,6.000000000000001,1.08,0.81804925,2,"['Temperature', 'Contact time']"
523,723.0,6.000000000000001,1.152,0.81804925,2,"['Temperature', 'Contact time']"
524,723.0,6.000000000000001,1.224,0.81804925,2,"['Temperature', 'Contact time']"
525,723.0,6.000000000000001,1.296,0.81804925,2,"['Temperature', 'Contact time']"
526,723.0,6.000000000000001,1.368,0.81804925,2,"['Temperature', 'Contact time']"
527,723.0,6.000000000000001,1.44,0.81804925,2,"['Temperature', 'Contact time']"
528,746.2,1.0,0.0,9.551309758,2,"['Temperature', 'pCH4_per_pO2']"
529,746.2,1.0,0.072,6.994392112,2,"['Temperature', 'pCH4_per_pO2']"
530,746.2,1.0,0.144,3.243188454,2,"['Temperature', 'pCH4_per_pO2']"
531,746.2,1.0,0.216,2.962152095,2,"['Temperature', 'pCH4_per_pO2']"
532,746.2,1.0,0.288,2.962152095,2,"['Temperature', 'pCH4_per_pO2']"
533,746.2,1.0,0.36,9.589847711,2,"['Temperature', 'pCH4_per_pO2']"
534,746.2,1.0,0.432,6.617509592,2,"['Temperature', 'pCH4_per_pO2']"
535,746.2,1.0,0.504,6.617509592,2,"['Temperature', 'pCH4_per_pO2']"
536,746.2,1.0,0.576,9.933110279,2,"['Temperature', 'pCH4_per_pO2']"
549,746.2,1.25,0.0,9.551309758,2,"['Temperature', 'pCH4_per_pO2']"
550,746.2,1.25,0.072,6.994392112,2,"['Temperature', 'pCH4_per_pO2']"
551,746.2,1.25,0.144,3.243188454,2,"['Temperature', 'pCH4_per_pO2']"
552,746.2,1.25,0.216,2.962152095,2,"['Temperature', 'pCH4_per_pO2']"
553,746.2,1.25,0.288,2.962152095,2,"['Temperature', 'pCH4_per_pO2']"
554,746.2,1.25,0.36,9.589847711,2,"['Temperature', 'pCH4_per_pO2']"
555,746.2,1.25,0.432,6.617509592,2,"['Temperature', 'pCH4_per_pO2']"
556,746.2,1.25,0.504,6.617509592,2,"['Temperature', 'pCH4_per_pO2']"
557,746.2,1.25,0.576,9.933110279,2,"['Temperature', 'pCH4_per_pO2']"
579,746.2,1.5000000000000002,0.648,9.933110279,2,"['Temperature', 'Contact time']"
580,746.2,1.5000000000000002,0.72,9.933110279,2,"['Temperature', 'Contact time']"
581,746.2,1.5000000000000002,0.792,9.933110279,2,"['Temperature', 'Contact time']"
582,746.2,1.5000000000000002,0.864,9.933110279,2,"['Temperature', 'Contact time']"
583,746.2,1.5000000000000002,0.936,9.933110279,2,"['Temperature', 'Contact time']"
584,746.2,1.5000000000000002,1.008,9.933110279,2,"['Temperature', 'Contact time']"
585,746.2,1.5000000000000002,1.08,9.933110279,2,"['Temperature', 'Contact time']"
586,746.2,1.5000000000000002,1.152,9.933110279,2,"['Temperature', 'Contact time']"
587,746.2,1.5000000000000002,1.224,9.933110279,2,"['Temperature', 'Contact time']"
588,746.2,1.5000000000000002,1.296,9.933110279,2,"['Temperature', 'Contact time']"
589,746.2,1.5000000000000002,1.368,9.933110279,2,"['Temperature', 'Contact time']"
590,746.2,1.5000000000000002,1.44,9.933110279,2,"['Temperature', 'Contact time']"
600,746.2,1.75,0.648,9.933110279,2,"['Temperature', 'Contact time']"
601,746.2,1.75,0.72,9.933110279,2,"['Temperature', 'Contact time']"
602,746.2,1.75,0.792,9.933110279,2,"['Temperature', 'Contact time']"
603,746.2,1.75,0.864,9.933110279,2,"['Temperature', 'Contact time']"
604,746.2,1.75,0.936,9.933110279,2,"['Temperature', 'Contact time']"
605,746.2,1.75,1.008,9.933110279,2,"['Temperature', 'Contact time']"
606,746.2,1.75,1.08,9.933110279,2,"['Temperature', 'Contact time']"
607,746.2,1.75,1.152,9.933110279,2,"['Temperature', 'Contact time']"
608,746.2,1.75,1.224,9.933110279,2,"['Temperature', 'Contact time']"
609,746.2,1.75,1.296,9.933110279,2,"['Temperature', 'Contact time']"
610,746.2,1.75,1.368,9.933110279,2,"['Temperature', 'Contact time']"
611,746.2,1.75,1.44,9.933110279,2,"['Temperature', 'Contact time']"
621,746.2,2.0,0.648,8.206915799,2,"['Temperature', 'Contact time']"
622,746.2,2.0,0.72,8.206915799,2,"['Temperature', 'Contact time']"
623,746.2,2.0,0.792,8.206915799,2,"['Temperature', 'Contact time']"
624,746.2,2.0,0.864,8.206915799,2,"['Temperature', 'Contact time']"
625,746.2,2.0,0.936,8.206915799,2,"['Temperature', 'Contact time']"
626,746.2,2.0,1.008,8.206915799,2,"['Temperature', 'Contact time']"
627,746.2,2.0,1.08,8.206915799,2,"['Temperature', 'Contact time']"
628,746.2,2.0,1.152,8.206915799,2,"['Temperature', 'Contact time']"
629,746.2,2.0,1.224,8.206915799,2,"['Temperature', 'Contact time']"
630,746.2,2.0,1.296,8.206915799,2,"['Temperature', 'Contact time']"
631,746.2,2.0,1.368,8.206915799,2,"['Temperature', 'Contact time']"
632,746.2,2.0,1.44,8.206915799,2,"['Temperature', 'Contact time']"
642,746.2,2.25,0.648,4.701343831,2,"['Temperature', 'Contact time']"
643,746.2,2.25,0.72,4.701343831,2,"['Temperature', 'Contact time']"
644,746.2,2.25,0.792,4.701343831,2,"['Temperature', 'Contact time']"
645,746.2,2.25,0.864,4.701343831,2,"['Temperature', 'Contact time']"
646,746.2,2.25,0.936,4.701343831,2,"['Temperature', 'Contact time']"
647,746.2,2.25,1.008,4.701343831,2,"['Temperature', 'Contact time']"
648,746.2,2.25,1.08,4.701343831,2,"['Temperature', 'Contact time']"
649,746.2,2.25,1.152,4.701343831,2,"['Temperature', 'Contact time']"
650,746.2,2.25,1.224,4.701343831,2,"['Temperature', 'Contact time']"
651,746.2,2.25,1.296,4.701343831,2,"['Temperature', 'Contact time']"
652,746.2,2.25,1.368,4.701343831,2,"['Temperature', 'Contact time']"
653,746.2,2.25,1.44,4.701343831,2,"['Temperature', 'Contact time']"
663,746.2,2.5,0.648,4.682910717,2,"['Temperature', 'Contact time']"
664,746.2,2.5,0.72,4.682910717,2,"['Temperature', 'Contact time']"
665,746.2,2.5,0.792,4.682910717,2,"['Temperature', 'Contact time']"
666,746.2,2.5,0.864,4.682910717,2,"['Temperature', 'Contact time']"
667,746.2,2.5,0.936,4.682910717,2,"['Temperature', 'Contact time']"
668,746.2,2.5,1.008,4.682910717,2,"['Temperature', 'Contact time']"
669,746.2,2.5,1.08,4.682910717,2,"['Temperature', 'Contact time']"
670,746.2,2.5,1.152,4.682910717,2,"['Temperature', 'Contact time']"
671,746.2,2.5,1.224,4.682910717,2,"['Temperature', 'Contact time']"
672,746.2,2.5,1.296,4.682910717,2,"['Temperature', 'Contact time']"
673,746.2,2.5,1.368,4.682910717,2,"['Temperature', 'Contact time']"
674,746.2,2.5,1.44,4.682910717,2,"['Temperature', 'Contact time']"
684,746.2,2.75,0.648,4.550441612,2,"['Temperature', 'Contact time']"
685,746.2,2.75,0.72,4.550441612,2,"['Temperature', 'Contact time']"
686,746.2,2.75,0.792,4.550441612,2,"['Temperature', 'Contact time']"
687,746.2,2.75,0.864,4.550441612,2,"['Temperature', 'Contact time']"
688,746.2,2.75,0.936,4.550441612,2,"['Temperature', 'Contact time']"
689,746.2,2.75,1.008,4.550441612,2,"['Temperature', 'Contact time']"
690,746.2,2.75,1.08,4.550441612,2,"['Temperature', 'Contact time']"
691,746.2,2.75,1.152,4.550441612,2,"['Temperature', 'Contact time']"
692,746.2,2.75,1.224,4.550441612,2,"['Temperature', 'Contact time']"
693,746.2,2.75,1.296,4.550441612,2,"['Temperature', 'Contact time']"
694,746.2,2.75,1.368,4.550441612,2,"['Temperature', 'Contact time']"
695,746.2,2.75,1.44,4.550441612,2,"['Temperature', 'Contact time']"
705,746.2,3.0000000000000004,0.648,3.352292825,2,"['Temperature', 'Contact time']"
706,746.2,3.0000000000000004,0.72,3.352292825,2,"['Temperature', 'Contact time']"
707,746.2,3.0000000000000004,0.792,3.352292825,2,"['Temperature', 'Contact time']"
708,746.2,3.0000000000000004,0.864,3.352292825,2,"['Temperature', 'Contact time']"
709,746.2,3.0000000000000004,0.936,3.352292825,2,"['Temperature', 'Contact time']"
710,746.2,3.0000000000000004,1.008,3.352292825,2,"['Temperature', 'Contact time']"
711,746.2,3.0000000000000004,1.08,3.352292825,2,"['Temperature', 'Contact time']"
712,746.2,3.0000000000000004,1.152,3.352292825,2,"['Temperature', 'Contact time']"
713,746.2,3.0000000000000004,1.224,3.352292825,2,"['Temperature', 'Contact time']"
