,Temperature,pCH4_per_pO2,Contact time,Y(C2)_predicted,Extrapolation Strength,Extrapolating Variables,R2,MAE
2265,815.8,5.75,0.432,0,1,['Temperature'],0.549044015,0.73201844
2266,815.8,5.75,0.504,0,1,['Temperature'],0.562051178,0.722443732
2281,815.8,6,0.072,1.397475291,1,['Temperature'],0.569906026,0.718219849
2282,815.8,6,0.144,0,1,['Temperature'],0.570143328,0.716049717
2283,815.8,6,0.216,0,1,['Temperature'],0.563894389,0.721859347
2284,815.8,6,0.288,0,1,['Temperature'],0.563688194,0.722060479
2285,815.8,6,0.36,2.394502368,1,['Temperature'],0.537050555,0.739327653
2286,815.8,6,0.432,0,1,['Temperature'],0.569348937,0.716484057
2287,815.8,6,0.504,0,1,['Temperature'],0.562021133,0.72244259
2554,839,4,0.072,2.012875387,1,['Temperature'],0.556344277,0.731004407
2555,839,4,0.144,0,1,['Temperature'],0.542295997,0.738796012
2556,839,4,0.216,0,1,['Temperature'],0.554750726,0.728454889
2557,839,4,0.288,0,1,['Temperature'],0.632971369,0.636940129
2558,839,4,0.36,3.029642463,1,['Temperature'],0.566236353,0.721631097
2559,839,4,0.432,0,1,['Temperature'],0.562133673,0.724190978
2560,839,4,0.504,0,1,['Temperature'],0.554300809,0.726131668
2575,839,4.25,0.072,2.012875387,1,['Temperature'],0.542605903,0.736764901
2576,839,4.25,0.144,0,1,['Temperature'],0.542291317,0.741466546
2577,839,4.25,0.216,0,1,['Temperature'],0.543892785,0.737424138
2578,839,4.25,0.288,0,1,['Temperature'],0.731514947,0.531156146
2579,839,4.25,0.36,3.029642463,1,['Temperature'],0.54749846,0.733522551
2580,839,4.25,0.432,0,1,['Temperature'],0.588187703,0.696864428
2581,839,4.25,0.504,0,1,['Temperature'],0.548100447,0.734920559
2596,839,4.5,0.072,2.012875387,1,['Temperature'],0.586341257,0.699355641
2597,839,4.5,0.144,0,1,['Temperature'],0.564529535,0.722020485
2598,839,4.5,0.216,0,1,['Temperature'],0.548699159,0.732396889
2599,839,4.5,0.288,0,1,['Temperature'],0.626137726,0.652018327
2600,839,4.5,0.36,3.029642463,1,['Temperature'],0.54921046,0.731185772
2601,839,4.5,0.432,0,1,['Temperature'],0.569156219,0.716655603
2602,839,4.5,0.504,0,1,['Temperature'],0.56171128,0.724809999
2617,839,4.75,0.072,2.012875387,1,['Temperature'],0.561669351,0.724802709
2618,839,4.75,0.144,0,1,['Temperature'],0.568995343,0.718297981
2619,839,4.75,0.216,0,1,['Temperature'],0.546411289,0.732214306
2620,839,4.75,0.288,0,1,['Temperature'],0.588526819,0.686551569
2621,839,4.75,0.36,3.029642463,1,['Temperature'],0.550313838,0.731342451
2622,839,4.75,0.432,0,1,['Temperature'],0.550904512,0.73193721
2623,839,4.75,0.504,0,1,['Temperature'],0.576701554,0.708780917
2638,839,5,0.072,1.349984495,1,['Temperature'],0.550016764,0.736656006
2639,839,5,0.144,0,1,['Temperature'],0.546020891,0.732212114
2640,839,5,0.216,0,1,['Temperature'],0.545883266,0.732353092
2641,839,5,0.288,0,1,['Temperature'],0.562763847,0.721188528
2642,839,5,0.36,2.347010836,1,['Temperature'],0.562608928,0.723939015
2643,839,5,0.432,0,1,['Temperature'],0.544731624,0.734031145
2644,839,5,0.504,0,1,['Temperature'],0.619741693,0.656065189
2659,839,5.25,0.072,1.349984495,1,['Temperature'],0.561656577,0.724827704
2660,839,5.25,0.144,0,1,['Temperature'],0.557940892,0.725460179
2661,839,5.25,0.216,0,1,['Temperature'],0.556072036,0.727320246
2662,839,5.25,0.288,0,1,['Temperature'],0.585724905,0.692801504
2663,839,5.25,0.36,2.347010836,1,['Temperature'],0.547157274,0.73112436
2664,839,5.25,0.432,0,1,['Temperature'],0.548767306,0.73205274
2665,839,5.25,0.504,0,1,['Temperature'],0.613213959,0.663653742
2680,839,5.5,0.072,1.349984495,1,['Temperature'],0.54461341,0.736514588
2681,839,5.5,0.144,0,1,['Temperature'],0.549445553,0.731259219
2682,839,5.5,0.216,0,1,['Temperature'],0.562687101,0.72126259
2683,839,5.5,0.288,0,1,['Temperature'],0.547763116,0.732999562
2684,839,5.5,0.36,2.347010836,1,['Temperature'],0.547120317,0.733760936
2685,839,5.5,0.432,0,1,['Temperature'],0.552344666,0.729438361
2686,839,5.5,0.504,0,1,['Temperature'],0.550771151,0.730367999
2701,839,5.75,0.072,1.349984495,1,['Temperature'],0.546844443,0.731728841
2702,839,5.75,0.144,0,1,['Temperature'],0.570211051,0.716072589
2703,839,5.75,0.216,0,1,['Temperature'],0.536440677,0.739800129
2704,839,5.75,0.288,0,1,['Temperature'],0.568314625,0.706205364
2705,839,5.75,0.36,2.347010836,1,['Temperature'],0.549265664,0.732456769
2706,839,5.75,0.432,0,1,['Temperature'],0.549044015,0.73201844
2707,839,5.75,0.504,0,1,['Temperature'],0.562051178,0.722443732
2722,839,6,0.072,1.349984495,1,['Temperature'],0.586749713,0.698916284
2723,839,6,0.144,0,1,['Temperature'],0.570143328,0.716049717
2724,839,6,0.216,0,1,['Temperature'],0.563894389,0.721859347
2725,839,6,0.288,0,1,['Temperature'],0.563688194,0.722060479
2726,839,6,0.36,2.347010836,1,['Temperature'],0.562641553,0.723908477
2727,839,6,0.432,0,1,['Temperature'],0.569348937,0.716484057
2728,839,6,0.504,0,1,['Temperature'],0.562021133,0.72244259
2995,862.2,4,0.072,2.012875387,1,['Temperature'],0.556344277,0.731004407
2996,862.2,4,0.144,0,1,['Temperature'],0.542295997,0.738796012
2997,862.2,4,0.216,0,1,['Temperature'],0.554750726,0.728454889
2998,862.2,4,0.288,0,1,['Temperature'],0.632971369,0.636940129
2999,862.2,4,0.36,3.029642463,1,['Temperature'],0.566236353,0.721631097
3000,862.2,4,0.432,0,1,['Temperature'],0.562133673,0.724190978
3001,862.2,4,0.504,0,1,['Temperature'],0.554300809,0.726131668
3016,862.2,4.25,0.072,2.012875387,1,['Temperature'],0.542605903,0.736764901
3017,862.2,4.25,0.144,0,1,['Temperature'],0.542291317,0.741466546
3018,862.2,4.25,0.216,0,1,['Temperature'],0.543892785,0.737424138
3019,862.2,4.25,0.288,0,1,['Temperature'],0.731514947,0.531156146
3020,862.2,4.25,0.36,3.029642463,1,['Temperature'],0.54749846,0.733522551
3021,862.2,4.25,0.432,0,1,['Temperature'],0.588187703,0.696864428
3022,862.2,4.25,0.504,0,1,['Temperature'],0.548100447,0.734920559
3037,862.2,4.5,0.072,2.012875387,1,['Temperature'],0.586341257,0.699355641
3038,862.2,4.5,0.144,0,1,['Temperature'],0.564529535,0.722020485
3039,862.2,4.5,0.216,0,1,['Temperature'],0.548699159,0.732396889
3040,862.2,4.5,0.288,0,1,['Temperature'],0.626137726,0.652018327
3041,862.2,4.5,0.36,3.029642463,1,['Temperature'],0.54921046,0.731185772
3042,862.2,4.5,0.432,0,1,['Temperature'],0.569156219,0.716655603
3043,862.2,4.5,0.504,0,1,['Temperature'],0.56171128,0.724809999
3058,862.2,4.75,0.072,2.012875387,1,['Temperature'],0.561669351,0.724802709
3059,862.2,4.75,0.144,0,1,['Temperature'],0.568995343,0.718297981
3060,862.2,4.75,0.216,0,1,['Temperature'],0.546411289,0.732214306
3061,862.2,4.75,0.288,0,1,['Temperature'],0.588526819,0.686551569
3062,862.2,4.75,0.36,3.029642463,1,['Temperature'],0.550313838,0.731342451
3063,862.2,4.75,0.432,0,1,['Temperature'],0.550904512,0.73193721
3064,862.2,4.75,0.504,0,1,['Temperature'],0.576701554,0.708780917
3079,862.2,5,0.072,1.349984495,1,['Temperature'],0.550016764,0.736656006
3080,862.2,5,0.144,0,1,['Temperature'],0.546020891,0.732212114
3081,862.2,5,0.216,0,1,['Temperature'],0.545883266,0.732353092
3082,862.2,5,0.288,0,1,['Temperature'],0.562763847,0.721188528
3083,862.2,5,0.36,2.347010836,1,['Temperature'],0.562608928,0.723939015
3084,862.2,5,0.432,0,1,['Temperature'],0.544731624,0.734031145
3085,862.2,5,0.504,0,1,['Temperature'],0.619741693,0.656065189
3100,862.2,5.25,0.072,1.349984495,1,['Temperature'],0.561656577,0.724827704
3101,862.2,5.25,0.144,0,1,['Temperature'],0.557940892,0.725460179
3102,862.2,5.25,0.216,0,1,['Temperature'],0.556072036,0.727320246
3103,862.2,5.25,0.288,0,1,['Temperature'],0.585724905,0.692801504
3104,862.2,5.25,0.36,2.347010836,1,['Temperature'],0.547157274,0.73112436
3105,862.2,5.25,0.432,0,1,['Temperature'],0.548767306,0.73205274
3106,862.2,5.25,0.504,0,1,['Temperature'],0.613213959,0.663653742
3121,862.2,5.5,0.072,1.349984495,1,['Temperature'],0.54461341,0.736514588
3122,862.2,5.5,0.144,0,1,['Temperature'],0.549445553,0.731259219
3123,862.2,5.5,0.216,0,1,['Temperature'],0.562687101,0.72126259
3124,862.2,5.5,0.288,0,1,['Temperature'],0.547763116,0.732999562
3125,862.2,5.5,0.36,2.347010836,1,['Temperature'],0.547120317,0.733760936
3126,862.2,5.5,0.432,0,1,['Temperature'],0.552344666,0.729438361
3127,862.2,5.5,0.504,0,1,['Temperature'],0.550771151,0.730367999
3142,862.2,5.75,0.072,1.349984495,1,['Temperature'],0.546844443,0.731728841
3143,862.2,5.75,0.144,0,1,['Temperature'],0.570211051,0.716072589
3144,862.2,5.75,0.216,0,1,['Temperature'],0.536440677,0.739800129
3145,862.2,5.75,0.288,0,1,['Temperature'],0.568314625,0.706205364
3146,862.2,5.75,0.36,2.347010836,1,['Temperature'],0.549265664,0.732456769
3147,862.2,5.75,0.432,0,1,['Temperature'],0.549044015,0.73201844
3148,862.2,5.75,0.504,0,1,['Temperature'],0.562051178,0.722443732
3163,862.2,6,0.072,1.349984495,1,['Temperature'],0.586749713,0.698916284
3164,862.2,6,0.144,0,1,['Temperature'],0.570143328,0.716049717
3165,862.2,6,0.216,0,1,['Temperature'],0.563894389,0.721859347
3166,862.2,6,0.288,0,1,['Temperature'],0.563688194,0.722060479
3167,862.2,6,0.36,2.347010836,1,['Temperature'],0.562641553,0.723908477
3168,862.2,6,0.432,0,1,['Temperature'],0.569348937,0.716484057
3169,862.2,6,0.504,0,1,['Temperature'],0.562021133,0.72244259
3436,885.4,4,0.072,2.012875387,1,['Temperature'],0.556344277,0.731004407
3437,885.4,4,0.144,0,1,['Temperature'],0.542295997,0.738796012
3438,885.4,4,0.216,0,1,['Temperature'],0.554750726,0.728454889
3439,885.4,4,0.288,0,1,['Temperature'],0.632971369,0.636940129
3440,885.4,4,0.36,3.029642463,1,['Temperature'],0.566236353,0.721631097
3441,885.4,4,0.432,0,1,['Temperature'],0.562133673,0.724190978
3442,885.4,4,0.504,0,1,['Temperature'],0.554300809,0.726131668
3457,885.4,4.25,0.072,2.012875387,1,['Temperature'],0.542605903,0.736764901
3458,885.4,4.25,0.144,0,1,['Temperature'],0.542291317,0.741466546
3459,885.4,4.25,0.216,0,1,['Temperature'],0.543892785,0.737424138
3460,885.4,4.25,0.288,0,1,['Temperature'],0.731514947,0.531156146
3461,885.4,4.25,0.36,3.029642463,1,['Temperature'],0.54749846,0.733522551
3462,885.4,4.25,0.432,0,1,['Temperature'],0.588187703,0.696864428
3463,885.4,4.25,0.504,0,1,['Temperature'],0.548100447,0.734920559
3478,885.4,4.5,0.072,2.012875387,1,['Temperature'],0.586341257,0.699355641
3479,885.4,4.5,0.144,0,1,['Temperature'],0.564529535,0.722020485
3480,885.4,4.5,0.216,0,1,['Temperature'],0.548699159,0.732396889
3481,885.4,4.5,0.288,0,1,['Temperature'],0.626137726,0.652018327
3482,885.4,4.5,0.36,3.029642463,1,['Temperature'],0.54921046,0.731185772
3483,885.4,4.5,0.432,0,1,['Temperature'],0.569156219,0.716655603
3484,885.4,4.5,0.504,0,1,['Temperature'],0.56171128,0.724809999
3499,885.4,4.75,0.072,2.012875387,1,['Temperature'],0.561669351,0.724802709
3500,885.4,4.75,0.144,0,1,['Temperature'],0.568995343,0.718297981
3501,885.4,4.75,0.216,0,1,['Temperature'],0.546411289,0.732214306
3502,885.4,4.75,0.288,0,1,['Temperature'],0.588526819,0.686551569
3503,885.4,4.75,0.36,3.029642463,1,['Temperature'],0.550313838,0.731342451
3504,885.4,4.75,0.432,0,1,['Temperature'],0.550904512,0.73193721
3505,885.4,4.75,0.504,0,1,['Temperature'],0.576701554,0.708780917
3520,885.4,5,0.072,1.349984495,1,['Temperature'],0.550016764,0.736656006
3521,885.4,5,0.144,0,1,['Temperature'],0.546020891,0.732212114
3522,885.4,5,0.216,0,1,['Temperature'],0.545883266,0.732353092
3523,885.4,5,0.288,0,1,['Temperature'],0.562763847,0.721188528
3524,885.4,5,0.36,2.347010836,1,['Temperature'],0.562608928,0.723939015
3525,885.4,5,0.432,0,1,['Temperature'],0.544731624,0.734031145
3526,885.4,5,0.504,0,1,['Temperature'],0.619741693,0.656065189
3541,885.4,5.25,0.072,1.349984495,1,['Temperature'],0.561656577,0.724827704
3542,885.4,5.25,0.144,0,1,['Temperature'],0.557940892,0.725460179
3543,885.4,5.25,0.216,0,1,['Temperature'],0.556072036,0.727320246
3544,885.4,5.25,0.288,0,1,['Temperature'],0.585724905,0.692801504
3545,885.4,5.25,0.36,2.347010836,1,['Temperature'],0.547157274,0.73112436
3546,885.4,5.25,0.432,0,1,['Temperature'],0.548767306,0.73205274
3547,885.4,5.25,0.504,0,1,['Temperature'],0.613213959,0.663653742
3562,885.4,5.5,0.072,1.349984495,1,['Temperature'],0.54461341,0.736514588
3563,885.4,5.5,0.144,0,1,['Temperature'],0.549445553,0.731259219
3564,885.4,5.5,0.216,0,1,['Temperature'],0.562687101,0.72126259
3565,885.4,5.5,0.288,0,1,['Temperature'],0.547763116,0.732999562
3566,885.4,5.5,0.36,2.347010836,1,['Temperature'],0.547120317,0.733760936
3567,885.4,5.5,0.432,0,1,['Temperature'],0.552344666,0.729438361
3568,885.4,5.5,0.504,0,1,['Temperature'],0.550771151,0.730367999
3583,885.4,5.75,0.072,1.349984495,1,['Temperature'],0.546844443,0.731728841
3584,885.4,5.75,0.144,0,1,['Temperature'],0.570211051,0.716072589
3585,885.4,5.75,0.216,0,1,['Temperature'],0.536440677,0.739800129
3586,885.4,5.75,0.288,0,1,['Temperature'],0.568314625,0.706205364
3587,885.4,5.75,0.36,2.347010836,1,['Temperature'],0.549265664,0.732456769
3588,885.4,5.75,0.432,0,1,['Temperature'],0.549044015,0.73201844
3589,885.4,5.75,0.504,0,1,['Temperature'],0.562051178,0.722443732
3604,885.4,6,0.072,1.349984495,1,['Temperature'],0.586749713,0.698916284
3605,885.4,6,0.144,0,1,['Temperature'],0.570143328,0.716049717
3606,885.4,6,0.216,0,1,['Temperature'],0.563894389,0.721859347
3607,885.4,6,0.288,0,1,['Temperature'],0.563688194,0.722060479
3608,885.4,6,0.36,2.347010836,1,['Temperature'],0.562641553,0.723908477
3609,885.4,6,0.432,0,1,['Temperature'],0.569348937,0.716484057
3610,885.4,6,0.504,0,1,['Temperature'],0.562021133,0.72244259
3877,908.6,4,0.072,2.012875387,1,['Temperature'],0.556344277,0.731004407
3878,908.6,4,0.144,0,1,['Temperature'],0.542295997,0.738796012
3879,908.6,4,0.216,0,1,['Temperature'],0.554750726,0.728454889
3880,908.6,4,0.288,0,1,['Temperature'],0.632971369,0.636940129
3881,908.6,4,0.36,3.029642463,1,['Temperature'],0.566236353,0.721631097
3882,908.6,4,0.432,0,1,['Temperature'],0.562133673,0.724190978
3883,908.6,4,0.504,0,1,['Temperature'],0.554300809,0.726131668
3898,908.6,4.25,0.072,2.012875387,1,['Temperature'],0.542605903,0.736764901
3899,908.6,4.25,0.144,0,1,['Temperature'],0.542291317,0.741466546
3900,908.6,4.25,0.216,0,1,['Temperature'],0.543892785,0.737424138
3901,908.6,4.25,0.288,0,1,['Temperature'],0.731514947,0.531156146
3902,908.6,4.25,0.36,3.029642463,1,['Temperature'],0.54749846,0.733522551
3903,908.6,4.25,0.432,0,1,['Temperature'],0.588187703,0.696864428
3904,908.6,4.25,0.504,0,1,['Temperature'],0.548100447,0.734920559
3919,908.6,4.5,0.072,2.012875387,1,['Temperature'],0.586341257,0.699355641
3920,908.6,4.5,0.144,0,1,['Temperature'],0.564529535,0.722020485
3921,908.6,4.5,0.216,0,1,['Temperature'],0.548699159,0.732396889
3922,908.6,4.5,0.288,0,1,['Temperature'],0.626137726,0.652018327
3923,908.6,4.5,0.36,3.029642463,1,['Temperature'],0.54921046,0.731185772
3924,908.6,4.5,0.432,0,1,['Temperature'],0.569156219,0.716655603
3925,908.6,4.5,0.504,0,1,['Temperature'],0.56171128,0.724809999
3940,908.6,4.75,0.072,2.012875387,1,['Temperature'],0.561669351,0.724802709
3941,908.6,4.75,0.144,0,1,['Temperature'],0.568995343,0.718297981
3942,908.6,4.75,0.216,0,1,['Temperature'],0.546411289,0.732214306
3943,908.6,4.75,0.288,0,1,['Temperature'],0.588526819,0.686551569
3944,908.6,4.75,0.36,3.029642463,1,['Temperature'],0.550313838,0.731342451
3945,908.6,4.75,0.432,0,1,['Temperature'],0.550904512,0.73193721
3946,908.6,4.75,0.504,0,1,['Temperature'],0.576701554,0.708780917
3961,908.6,5,0.072,1.349984495,1,['Temperature'],0.550016764,0.736656006
3962,908.6,5,0.144,0,1,['Temperature'],0.546020891,0.732212114
3963,908.6,5,0.216,0,1,['Temperature'],0.545883266,0.732353092
3964,908.6,5,0.288,0,1,['Temperature'],0.562763847,0.721188528
3965,908.6,5,0.36,2.347010836,1,['Temperature'],0.562608928,0.723939015
3966,908.6,5,0.432,0,1,['Temperature'],0.544731624,0.734031145
3967,908.6,5,0.504,0,1,['Temperature'],0.619741693,0.656065189
3982,908.6,5.25,0.072,1.349984495,1,['Temperature'],0.561656577,0.724827704
3983,908.6,5.25,0.144,0,1,['Temperature'],0.557940892,0.725460179
3984,908.6,5.25,0.216,0,1,['Temperature'],0.556072036,0.727320246
3985,908.6,5.25,0.288,0,1,['Temperature'],0.585724905,0.692801504
3986,908.6,5.25,0.36,2.347010836,1,['Temperature'],0.547157274,0.73112436
3987,908.6,5.25,0.432,0,1,['Temperature'],0.548767306,0.73205274
3988,908.6,5.25,0.504,0,1,['Temperature'],0.613213959,0.663653742
4003,908.6,5.5,0.072,1.349984495,1,['Temperature'],0.54461341,0.736514588
4004,908.6,5.5,0.144,0,1,['Temperature'],0.549445553,0.731259219
4005,908.6,5.5,0.216,0,1,['Temperature'],0.562687101,0.72126259
4006,908.6,5.5,0.288,0,1,['Temperature'],0.547763116,0.732999562
4007,908.6,5.5,0.36,2.347010836,1,['Temperature'],0.547120317,0.733760936
4008,908.6,5.5,0.432,0,1,['Temperature'],0.552344666,0.729438361
4009,908.6,5.5,0.504,0,1,['Temperature'],0.550771151,0.730367999
4024,908.6,5.75,0.072,1.349984495,1,['Temperature'],0.546844443,0.731728841
4025,908.6,5.75,0.144,0,1,['Temperature'],0.570211051,0.716072589
4026,908.6,5.75,0.216,0,1,['Temperature'],0.536440677,0.739800129
4027,908.6,5.75,0.288,0,1,['Temperature'],0.568314625,0.706205364
4028,908.6,5.75,0.36,2.347010836,1,['Temperature'],0.549265664,0.732456769
4029,908.6,5.75,0.432,0,1,['Temperature'],0.549044015,0.73201844
4030,908.6,5.75,0.504,0,1,['Temperature'],0.562051178,0.722443732
4045,908.6,6,0.072,1.349984495,1,['Temperature'],0.586749713,0.698916284
4046,908.6,6,0.144,0,1,['Temperature'],0.570143328,0.716049717
4047,908.6,6,0.216,0,1,['Temperature'],0.563894389,0.721859347
4048,908.6,6,0.288,0,1,['Temperature'],0.563688194,0.722060479
4049,908.6,6,0.36,2.347010836,1,['Temperature'],0.562641553,0.723908477
4050,908.6,6,0.432,0,1,['Temperature'],0.569348937,0.716484057
4051,908.6,6,0.504,0,1,['Temperature'],0.562021133,0.72244259
4318,931.8,4,0.072,2.14746635,1,['Temperature'],0.519562287,0.765422493
4319,931.8,4,0.144,0,1,['Temperature'],0.542295997,0.738796012
4320,931.8,4,0.216,0,1,['Temperature'],0.554750726,0.728454889
4321,931.8,4,0.288,0,1,['Temperature'],0.632971369,0.636940129
4322,931.8,4,0.36,3.164230666,1,['Temperature'],0.543562795,0.737114267
4323,931.8,4,0.432,0,1,['Temperature'],0.562133673,0.724190978
4324,931.8,4,0.504,0,1,['Temperature'],0.554300809,0.726131668
4339,931.8,4.25,0.072,2.14746635,1,['Temperature'],0.564285269,0.71715931
4340,931.8,4.25,0.144,0,1,['Temperature'],0.542291317,0.741466546
4341,931.8,4.25,0.216,0,1,['Temperature'],0.543892785,0.737424138
4342,931.8,4.25,0.288,0,1,['Temperature'],0.731514947,0.531156146
4343,931.8,4.25,0.36,3.164230666,1,['Temperature'],0.54687478,0.731724203
4344,931.8,4.25,0.432,0,1,['Temperature'],0.588187703,0.696864428
4345,931.8,4.25,0.504,0,1,['Temperature'],0.548100447,0.734920559
4360,931.8,4.5,0.072,2.14746635,1,['Temperature'],0.547099994,0.733493055
4361,931.8,4.5,0.144,0,1,['Temperature'],0.564529535,0.722020485
4362,931.8,4.5,0.216,0,1,['Temperature'],0.548699159,0.732396889
4363,931.8,4.5,0.288,0,1,['Temperature'],0.626137726,0.652018327
4364,931.8,4.5,0.36,3.164230666,1,['Temperature'],0.542512329,0.73706301
4365,931.8,4.5,0.432,0,1,['Temperature'],0.569156219,0.716655603
4366,931.8,4.5,0.504,0,1,['Temperature'],0.56171128,0.724809999
4381,931.8,4.75,0.072,2.14746635,1,['Temperature'],0.552021185,0.730850327
4382,931.8,4.75,0.144,0,1,['Temperature'],0.568995343,0.718297981
4383,931.8,4.75,0.216,0,1,['Temperature'],0.546411289,0.732214306
4384,931.8,4.75,0.288,0,1,['Temperature'],0.588526819,0.686551569
4385,931.8,4.75,0.36,3.164230666,1,['Temperature'],0.528351544,0.770778319
4386,931.8,4.75,0.432,0,1,['Temperature'],0.550904512,0.73193721
4387,931.8,4.75,0.504,0,1,['Temperature'],0.576701554,0.708780917
4402,931.8,5,0.072,1.484574445,1,['Temperature'],0.56393669,0.7227518
4403,931.8,5,0.144,0,1,['Temperature'],0.546020891,0.732212114
4404,931.8,5,0.216,0,1,['Temperature'],0.545883266,0.732353092
4405,931.8,5,0.288,0,1,['Temperature'],0.562763847,0.721188528
4406,931.8,5,0.36,2.481601799,1,['Temperature'],0.551026265,0.731191642
4407,931.8,5,0.432,0,1,['Temperature'],0.544731624,0.734031145
4408,931.8,5,0.504,0,1,['Temperature'],0.619741693,0.656065189
4423,931.8,5.25,0.072,1.484574445,1,['Temperature'],0.546118948,0.732037552
4424,931.8,5.25,0.144,0,1,['Temperature'],0.557940892,0.725460179
4425,931.8,5.25,0.216,0,1,['Temperature'],0.556072036,0.727320246
4426,931.8,5.25,0.288,0,1,['Temperature'],0.585724905,0.692801504
4427,931.8,5.25,0.36,2.481601799,1,['Temperature'],0.552874259,0.734120757
4428,931.8,5.25,0.432,0,1,['Temperature'],0.548767306,0.73205274
4429,931.8,5.25,0.504,0,1,['Temperature'],0.613213959,0.663653742
4444,931.8,5.5,0.072,1.484574445,1,['Temperature'],0.548636754,0.731775204
4445,931.8,5.5,0.144,0,1,['Temperature'],0.549445553,0.731259219
4446,931.8,5.5,0.216,0,1,['Temperature'],0.562687101,0.72126259
4447,931.8,5.5,0.288,0,1,['Temperature'],0.547763116,0.732999562
4448,931.8,5.5,0.36,2.481601799,1,['Temperature'],0.539097369,0.738669638
4449,931.8,5.5,0.432,0,1,['Temperature'],0.552344666,0.729438361
4450,931.8,5.5,0.504,0,1,['Temperature'],0.550771151,0.730367999
4465,931.8,5.75,0.072,1.484574445,1,['Temperature'],0.56411253,0.722948488
4466,931.8,5.75,0.144,0,1,['Temperature'],0.570211051,0.716072589
4467,931.8,5.75,0.216,0,1,['Temperature'],0.536440677,0.739800129
4468,931.8,5.75,0.288,0,1,['Temperature'],0.568314625,0.706205364
4469,931.8,5.75,0.36,2.481601799,1,['Temperature'],0.561753976,0.723088847
4470,931.8,5.75,0.432,0,1,['Temperature'],0.549044015,0.73201844
4471,931.8,5.75,0.504,0,1,['Temperature'],0.562051178,0.722443732
4486,931.8,6,0.072,1.484574445,1,['Temperature'],0.568904664,0.704824979
4487,931.8,6,0.144,0,1,['Temperature'],0.570143328,0.716049717
4488,931.8,6,0.216,0,1,['Temperature'],0.563894389,0.721859347
4489,931.8,6,0.288,0,1,['Temperature'],0.563688194,0.722060479
4490,931.8,6,0.36,2.481601799,1,['Temperature'],0.544321657,0.73381192
4491,931.8,6,0.432,0,1,['Temperature'],0.569348937,0.716484057
4492,931.8,6,0.504,0,1,['Temperature'],0.562021133,0.72244259
4507,955,1,0.072,8.227008858,1,['pCH4_per_pO2'],0.566887641,0.718492852
4508,955,1,0.144,4.475801888,1,['pCH4_per_pO2'],0.579893261,0.700194931
4509,955,1,0.216,4.194765161,1,['pCH4_per_pO2'],0.57370725,0.71139805
4510,955,1,0.288,4.194765161,1,['pCH4_per_pO2'],0.573701638,0.71140049
4511,955,1,0.36,10.82246446,1,['pCH4_per_pO2'],0.574885448,0.708600365
4512,955,1,0.432,7.850129282,1,['pCH4_per_pO2'],0.587763952,0.696046314
4513,955,1,0.504,7.850129282,1,['pCH4_per_pO2'],0.583307726,0.696628398
4528,955,1.25,0.072,8.227008858,1,['pCH4_per_pO2'],0.566887641,0.718492852
4529,955,1.25,0.144,4.475801888,1,['pCH4_per_pO2'],0.579893261,0.700194931
4530,955,1.25,0.216,4.194765161,1,['pCH4_per_pO2'],0.57370725,0.71139805
4531,955,1.25,0.288,4.194765161,1,['pCH4_per_pO2'],0.573701638,0.71140049
4532,955,1.25,0.36,10.82246446,1,['pCH4_per_pO2'],0.574885448,0.708600365
4533,955,1.25,0.432,7.850129282,1,['pCH4_per_pO2'],0.587763952,0.696046314
4534,955,1.25,0.504,7.850129282,1,['pCH4_per_pO2'],0.583307726,0.696628398
4549,955,1.5,0.072,8.227008858,1,['pCH4_per_pO2'],0.566887641,0.718492852
4550,955,1.5,0.144,4.475801888,1,['pCH4_per_pO2'],0.579893261,0.700194931
4551,955,1.5,0.216,4.194765161,1,['pCH4_per_pO2'],0.57370725,0.71139805
4552,955,1.5,0.288,4.194765161,1,['pCH4_per_pO2'],0.573701638,0.71140049
4553,955,1.5,0.36,10.82246446,1,['pCH4_per_pO2'],0.574885448,0.708600365
4554,955,1.5,0.432,7.850129282,1,['pCH4_per_pO2'],0.587763952,0.696046314
4555,955,1.5,0.504,7.850129282,1,['pCH4_per_pO2'],0.583307726,0.696628398
4570,955,1.75,0.072,8.227008858,1,['pCH4_per_pO2'],0.566887641,0.718492852
4571,955,1.75,0.144,4.475801888,1,['pCH4_per_pO2'],0.579893261,0.700194931
4572,955,1.75,0.216,4.194765161,1,['pCH4_per_pO2'],0.57370725,0.71139805
4573,955,1.75,0.288,4.194765161,1,['pCH4_per_pO2'],0.573701638,0.71140049
4574,955,1.75,0.36,10.82246446,1,['pCH4_per_pO2'],0.574885448,0.708600365
4575,955,1.75,0.432,7.850129282,1,['pCH4_per_pO2'],0.587763952,0.696046314
4576,955,1.75,0.504,7.850129282,1,['pCH4_per_pO2'],0.583307726,0.696628398
4591,955,2,0.072,6.555148673,1,['pCH4_per_pO2'],0.554819247,0.728200956
4592,955,2,0.144,2.67647102,1,['pCH4_per_pO2'],0.560332079,0.724737298
4593,955,2,0.216,2.461370901,1,['pCH4_per_pO2'],0.553257602,0.715000487
4594,955,2,0.288,2.461370901,1,['pCH4_per_pO2'],0.571924159,0.713619361
4595,955,2,0.36,9.089070749,1,['pCH4_per_pO2'],0.573864851,0.71348839
4596,955,2,0.432,6.092951991,1,['pCH4_per_pO2'],0.581676608,0.703487638
4597,955,2,0.504,6.092951991,1,['pCH4_per_pO2'],0.584292829,0.699225446
