,Temperature,pCH4_per_pO2,Contact time,Y(C2)_predicted,Extrapolation Strength,Extrapolating Variables,R2,MAE
7052,1094.2,4.25,1.368,16.74131255,1,['Contact time'],0.68228023,0.582072414
7053,1094.2,4.25,1.44,16.74131255,1,['Contact time'],0.68228023,0.582072414
7054,1094.2,4.5,0,22.45829738,1,['Contact time'],0.57783685,0.703252778
7055,1094.2,4.5,0.576,16.74131255,1,['Contact time'],0.565205914,0.720386247
7056,1094.2,4.5,0.648,16.74131255,1,['Contact time'],0.565205914,0.720386247
7057,1094.2,4.5,0.72,16.74131255,1,['Contact time'],0.565205914,0.720386247
7058,1094.2,4.5,0.792,16.74131255,1,['Contact time'],0.565205914,0.720386247
7059,1094.2,4.5,0.864,16.74131255,1,['Contact time'],0.565205914,0.720386247
7060,1094.2,4.5,0.936,16.74131255,1,['Contact time'],0.565205914,0.720386247
7061,1094.2,4.5,1.008,16.74131255,1,['Contact time'],0.565205914,0.720386247
7062,1094.2,4.5,1.08,16.74131255,1,['Contact time'],0.565205914,0.720386247
7063,1094.2,4.5,1.152,16.74131255,1,['Contact time'],0.565205914,0.720386247
7064,1094.2,4.5,1.224,16.74131255,1,['Contact time'],0.565205914,0.720386247
7065,1094.2,4.5,1.296,16.74131255,1,['Contact time'],0.565205914,0.720386247
7066,1094.2,4.5,1.368,16.74131255,1,['Contact time'],0.565205914,0.720386247
7067,1094.2,4.5,1.44,16.74131255,1,['Contact time'],0.565205914,0.720386247
7068,1094.2,4.75,0,22.45829738,1,['Contact time'],0.524468191,0.755208712
7069,1094.2,4.75,0.576,16.74131255,1,['Contact time'],0.537949359,0.737792125
7070,1094.2,4.75,0.648,16.74131255,1,['Contact time'],0.537949359,0.737792125
7071,1094.2,4.75,0.72,16.74131255,1,['Contact time'],0.537949359,0.737792125
7072,1094.2,4.75,0.792,16.74131255,1,['Contact time'],0.537949359,0.737792125
7073,1094.2,4.75,0.864,16.74131255,1,['Contact time'],0.537949359,0.737792125
7074,1094.2,4.75,0.936,16.74131255,1,['Contact time'],0.537949359,0.737792125
7075,1094.2,4.75,1.008,16.74131255,1,['Contact time'],0.537949359,0.737792125
7076,1094.2,4.75,1.08,16.74131255,1,['Contact time'],0.537949359,0.737792125
7077,1094.2,4.75,1.152,16.74131255,1,['Contact time'],0.537949359,0.737792125
7078,1094.2,4.75,1.224,16.74131255,1,['Contact time'],0.537949359,0.737792125
7079,1094.2,4.75,1.296,16.74131255,1,['Contact time'],0.537949359,0.737792125
7080,1094.2,4.75,1.368,16.74131255,1,['Contact time'],0.537949359,0.737792125
7081,1094.2,4.75,1.44,16.74131255,1,['Contact time'],0.537949359,0.737792125
7082,1094.2,5,0,21.64860508,1,['Contact time'],0.563976358,0.724132535
7083,1094.2,5,0.576,15.91188347,1,['Contact time'],0.694446987,0.572482883
7084,1094.2,5,0.648,15.91188347,1,['Contact time'],0.694446987,0.572482883
7085,1094.2,5,0.72,15.91188347,1,['Contact time'],0.694446987,0.572482883
7086,1094.2,5,0.792,15.91188347,1,['Contact time'],0.694446987,0.572482883
7087,1094.2,5,0.864,15.91188347,1,['Contact time'],0.694446987,0.572482883
7088,1094.2,5,0.936,15.91188347,1,['Contact time'],0.694446987,0.572482883
7089,1094.2,5,1.008,15.91188347,1,['Contact time'],0.694446987,0.572482883
7090,1094.2,5,1.08,15.91188347,1,['Contact time'],0.694446987,0.572482883
7091,1094.2,5,1.152,15.91188347,1,['Contact time'],0.694446987,0.572482883
7092,1094.2,5,1.224,15.91188347,1,['Contact time'],0.694446987,0.572482883
7093,1094.2,5,1.296,15.91188347,1,['Contact time'],0.694446987,0.572482883
7094,1094.2,5,1.368,15.91188347,1,['Contact time'],0.694446987,0.572482883
7095,1094.2,5,1.44,15.91188347,1,['Contact time'],0.694446987,0.572482883
7096,1094.2,5.25,0,21.64860508,1,['Contact time'],0.566182476,0.716425547
7097,1094.2,5.25,0.576,15.91188347,1,['Contact time'],0.548948106,0.730221766
7098,1094.2,5.25,0.648,15.91188347,1,['Contact time'],0.548948106,0.730221766
7099,1094.2,5.25,0.72,15.91188347,1,['Contact time'],0.548948106,0.730221766
7100,1094.2,5.25,0.792,15.91188347,1,['Contact time'],0.548948106,0.730221766
7101,1094.2,5.25,0.864,15.91188347,1,['Contact time'],0.548948106,0.730221766
7102,1094.2,5.25,0.936,15.91188347,1,['Contact time'],0.548948106,0.730221766
7103,1094.2,5.25,1.008,15.91188347,1,['Contact time'],0.548948106,0.730221766
7104,1094.2,5.25,1.08,15.91188347,1,['Contact time'],0.548948106,0.730221766
7105,1094.2,5.25,1.152,15.91188347,1,['Contact time'],0.548948106,0.730221766
7106,1094.2,5.25,1.224,15.91188347,1,['Contact time'],0.548948106,0.730221766
7107,1094.2,5.25,1.296,15.91188347,1,['Contact time'],0.548948106,0.730221766
7108,1094.2,5.25,1.368,15.91188347,1,['Contact time'],0.548948106,0.730221766
7109,1094.2,5.25,1.44,15.91188347,1,['Contact time'],0.548948106,0.730221766
7110,1094.2,5.5,0,21.64860508,1,['Contact time'],0.548443189,0.735244899
7111,1094.2,5.5,0.576,15.91188347,1,['Contact time'],0.608475825,0.658386331
7112,1094.2,5.5,0.648,15.91188347,1,['Contact time'],0.607716154,0.659771389
7113,1094.2,5.5,0.72,15.91188347,1,['Contact time'],0.606956483,0.661156448
7114,1094.2,5.5,0.792,15.91188347,1,['Contact time'],0.606193812,0.662544588
7115,1094.2,5.5,0.864,15.91188347,1,['Contact time'],0.605434141,0.663929646
7116,1094.2,5.5,0.936,15.91188347,1,['Contact time'],0.60467147,0.665317786
7117,1094.2,5.5,1.008,15.91188347,1,['Contact time'],0.603911799,0.666702845
7118,1094.2,5.5,1.08,15.91188347,1,['Contact time'],0.603152128,0.668087903
7119,1094.2,5.5,1.152,15.91188347,1,['Contact time'],0.602392457,0.669472961
7120,1094.2,5.5,1.224,15.91188347,1,['Contact time'],0.601632786,0.67085802
7121,1094.2,5.5,1.296,15.91188347,1,['Contact time'],0.600873115,0.672243078
7122,1094.2,5.5,1.368,15.91188347,1,['Contact time'],0.600113444,0.673628136
7123,1094.2,5.5,1.44,15.91188347,1,['Contact time'],0.599353773,0.675013194
7124,1094.2,5.75,0,21.64860508,1,['Contact time'],0.524535142,0.755220341
7125,1094.2,5.75,0.576,15.91188347,1,['Contact time'],0.547376254,0.732715802
7126,1094.2,5.75,0.648,15.91188347,1,['Contact time'],0.547376254,0.732715802
7127,1094.2,5.75,0.72,15.91188347,1,['Contact time'],0.547376254,0.732715802
7128,1094.2,5.75,0.792,15.91188347,1,['Contact time'],0.547376254,0.732715802
7129,1094.2,5.75,0.864,15.91188347,1,['Contact time'],0.547376254,0.732715802
7130,1094.2,5.75,0.936,15.91188347,1,['Contact time'],0.547376254,0.732715802
7131,1094.2,5.75,1.008,15.91188347,1,['Contact time'],0.547376254,0.732715802
7132,1094.2,5.75,1.08,15.91188347,1,['Contact time'],0.547376254,0.732715802
7133,1094.2,5.75,1.152,15.91188347,1,['Contact time'],0.547376254,0.732715802
7134,1094.2,5.75,1.224,15.91188347,1,['Contact time'],0.547376254,0.732715802
7135,1094.2,5.75,1.296,15.91188347,1,['Contact time'],0.547376254,0.732715802
7136,1094.2,5.75,1.368,15.91188347,1,['Contact time'],0.547376254,0.732715802
7137,1094.2,5.75,1.44,15.91188347,1,['Contact time'],0.547376254,0.732715802
7138,1094.2,6,0,21.64860508,1,['Contact time'],0.574836264,0.713605099
7139,1094.2,6,0.576,15.91188347,1,['Contact time'],0.550338776,0.729992859
7140,1094.2,6,0.648,15.91188347,1,['Contact time'],0.550338776,0.729992859
7141,1094.2,6,0.72,15.91188347,1,['Contact time'],0.550338776,0.729992859
7142,1094.2,6,0.792,15.91188347,1,['Contact time'],0.550338776,0.729992859
7143,1094.2,6,0.864,15.91188347,1,['Contact time'],0.550338776,0.729992859
7144,1094.2,6,0.936,15.91188347,1,['Contact time'],0.550338776,0.729992859
7145,1094.2,6,1.008,15.91188347,1,['Contact time'],0.550338776,0.729992859
7146,1094.2,6,1.08,15.91188347,1,['Contact time'],0.550338776,0.729992859
7147,1094.2,6,1.152,15.91188347,1,['Contact time'],0.550338776,0.729992859
7148,1094.2,6,1.224,15.91188347,1,['Contact time'],0.550338776,0.729992859
7149,1094.2,6,1.296,15.91188347,1,['Contact time'],0.550338776,0.729992859
7150,1094.2,6,1.368,15.91188347,1,['Contact time'],0.550338776,0.729992859
7151,1094.2,6,1.44,15.91188347,1,['Contact time'],0.550338776,0.729992859
7405,1117.4,4,0.072,20.87327475,1,['Temperature'],0.58533634,0.694263388
7406,1117.4,4,0.144,15.47449137,1,['Temperature'],0.543469218,0.737892746
7407,1117.4,4,0.216,13.15044813,1,['Temperature'],0.548898929,0.732094449
7408,1117.4,4,0.288,13.15044813,1,['Temperature'],0.556402481,0.726783709
7409,1117.4,4,0.36,18.93810465,1,['Temperature'],0.563355571,0.722801394
7410,1117.4,4,0.432,14.74187204,1,['Temperature'],0.565692791,0.720721016
7411,1117.4,4,0.504,14.74187204,1,['Temperature'],0.562974063,0.72323752
7426,1117.4,4.25,0.072,20.87327475,1,['Temperature'],0.548585227,0.732904652
7427,1117.4,4.25,0.144,15.47449137,1,['Temperature'],0.563545015,0.72277032
7428,1117.4,4.25,0.216,13.15044813,1,['Temperature'],0.569110409,0.718178615
7429,1117.4,4.25,0.288,13.15044813,1,['Temperature'],0.569201837,0.709411106
7430,1117.4,4.25,0.36,18.93810465,1,['Temperature'],0.547993204,0.730626643
7431,1117.4,4.25,0.432,14.74187204,1,['Temperature'],0.548056628,0.732792197
7432,1117.4,4.25,0.504,14.74187204,1,['Temperature'],0.565025842,0.72141586
7447,1117.4,4.5,0.072,20.87327475,1,['Temperature'],0.544679117,0.736396029
7448,1117.4,4.5,0.144,15.47449137,1,['Temperature'],0.592908175,0.691225475
7449,1117.4,4.5,0.216,13.15044813,1,['Temperature'],0.578796319,0.70693864
7450,1117.4,4.5,0.288,13.15044813,1,['Temperature'],0.54684001,0.731566008
7451,1117.4,4.5,0.36,18.93810465,1,['Temperature'],0.565553468,0.713536473
7452,1117.4,4.5,0.432,14.74187204,1,['Temperature'],0.565739713,0.720691797
7453,1117.4,4.5,0.504,14.74187204,1,['Temperature'],0.566556307,0.720159
7468,1117.4,4.75,0.072,20.87327475,1,['Temperature'],0.546115687,0.732112943
7469,1117.4,4.75,0.144,15.47449137,1,['Temperature'],0.56328523,0.723271146
7470,1117.4,4.75,0.216,13.15044813,1,['Temperature'],0.563263926,0.718503561
7471,1117.4,4.75,0.288,13.15044813,1,['Temperature'],0.541326794,0.740378943
7472,1117.4,4.75,0.36,18.93810465,1,['Temperature'],0.548014174,0.732697942
7473,1117.4,4.75,0.432,14.74187204,1,['Temperature'],0.564873321,0.721623397
7474,1117.4,4.75,0.504,14.74187204,1,['Temperature'],0.547055538,0.731713206
7489,1117.4,5,0.072,20.06358246,1,['Temperature'],0.583968406,0.695950889
7490,1117.4,5,0.144,14.66479908,1,['Temperature'],0.562212304,0.722177076
7491,1117.4,5,0.216,12.32101685,1,['Temperature'],0.548801889,0.731625986
7492,1117.4,5,0.288,12.32101685,1,['Temperature'],0.564788194,0.721747377
7493,1117.4,5,0.36,18.1086741,1,['Temperature'],0.547287943,0.730921157
7494,1117.4,5,0.432,13.91244296,1,['Temperature'],0.562581496,0.723840597
7495,1117.4,5,0.504,13.91244296,1,['Temperature'],0.546740127,0.731725797
7510,1117.4,5.25,0.072,20.06358246,1,['Temperature'],0.740903936,0.52198444
7511,1117.4,5.25,0.144,14.66479908,1,['Temperature'],0.554300767,0.728219953
7512,1117.4,5.25,0.216,12.32101685,1,['Temperature'],0.564162608,0.717575529
7513,1117.4,5.25,0.288,12.32101685,1,['Temperature'],0.5589857,0.72760957
7514,1117.4,5.25,0.36,18.1086741,1,['Temperature'],0.602094557,0.681720961
7515,1117.4,5.25,0.432,13.91244296,1,['Temperature'],0.551951638,0.731120589
7516,1117.4,5.25,0.504,13.91244296,1,['Temperature'],0.561121695,0.725079051
7531,1117.4,5.5,0.072,20.06358246,1,['Temperature'],0.742626577,0.52033589
7532,1117.4,5.5,0.144,14.66479908,1,['Temperature'],0.541845067,0.740896895
7533,1117.4,5.5,0.216,12.32101685,1,['Temperature'],0.548617742,0.732450747
7534,1117.4,5.5,0.288,12.32101685,1,['Temperature'],0.539351477,0.74248395
7535,1117.4,5.5,0.36,18.1086741,1,['Temperature'],0.562077772,0.72229453
7536,1117.4,5.5,0.432,13.91244296,1,['Temperature'],0.549523604,0.731520823
7537,1117.4,5.5,0.504,13.91244296,1,['Temperature'],0.57017306,0.717454724
7552,1117.4,5.75,0.072,20.06358246,1,['Temperature'],0.546146493,0.732302512
7553,1117.4,5.75,0.144,14.66479908,1,['Temperature'],0.5622256,0.722156875
7554,1117.4,5.75,0.216,12.32101685,1,['Temperature'],0.574109502,0.707027567
7555,1117.4,5.75,0.288,12.32101685,1,['Temperature'],0.547493551,0.733203634
7556,1117.4,5.75,0.36,18.1086741,1,['Temperature'],0.566778756,0.719504131
7557,1117.4,5.75,0.432,13.91244296,1,['Temperature'],0.555573786,0.72671259
7558,1117.4,5.75,0.504,13.91244296,1,['Temperature'],0.547460479,0.732709678
7573,1117.4,6,0.072,20.06358246,1,['Temperature'],0.541379186,0.738156556
7574,1117.4,6,0.144,14.66479908,1,['Temperature'],0.545535687,0.732900336
7575,1117.4,6,0.216,12.32101685,1,['Temperature'],0.540559374,0.741011387
7576,1117.4,6,0.288,12.32101685,1,['Temperature'],0.547013365,0.733690366
7577,1117.4,6,0.36,18.1086741,1,['Temperature'],0.612738649,0.66915621
7578,1117.4,6,0.432,13.91244296,1,['Temperature'],0.563025705,0.723396227
7579,1117.4,6,0.504,13.91244296,1,['Temperature'],0.543783072,0.737052879
7846,1140.6,4,0.072,20.90248978,1,['Temperature'],0.536709846,0.739195338
7847,1140.6,4,0.144,15.40061021,1,['Temperature'],0.585892717,0.69974972
7848,1140.6,4,0.216,13.25469707,1,['Temperature'],0.543671525,0.738126039
7849,1140.6,4,0.288,13.25469707,1,['Temperature'],0.569037945,0.71824386
7850,1140.6,4,0.36,19.04235653,1,['Temperature'],0.549459937,0.729165859
7851,1140.6,4,0.432,14.84612245,1,['Temperature'],0.569352231,0.713490972
7852,1140.6,4,0.504,14.84612245,1,['Temperature'],0.580161635,0.705496119
7867,1140.6,4.25,0.072,20.90248978,1,['Temperature'],0.563391297,0.722726219
7868,1140.6,4.25,0.144,15.40061021,1,['Temperature'],0.542646842,0.739999684
7869,1140.6,4.25,0.216,13.25469707,1,['Temperature'],0.563200569,0.72282266
7870,1140.6,4.25,0.288,13.25469707,1,['Temperature'],0.564687294,0.72174
7871,1140.6,4.25,0.36,19.04235653,1,['Temperature'],0.577767191,0.70795962
7872,1140.6,4.25,0.432,14.84612245,1,['Temperature'],0.56488877,0.721616141
7873,1140.6,4.25,0.504,14.84612245,1,['Temperature'],0.549452476,0.730313916
7888,1140.6,4.5,0.072,20.90248978,1,['Temperature'],0.564886162,0.721538745
7889,1140.6,4.5,0.144,15.40061021,1,['Temperature'],0.581183651,0.704749584
7890,1140.6,4.5,0.216,13.25469707,1,['Temperature'],0.557262746,0.727114668
7891,1140.6,4.5,0.288,13.25469707,1,['Temperature'],0.572916602,0.71309285
7892,1140.6,4.5,0.36,19.04235653,1,['Temperature'],0.583190128,0.702130537
7893,1140.6,4.5,0.432,14.84612245,1,['Temperature'],0.547007691,0.731227019
7894,1140.6,4.5,0.504,14.84612245,1,['Temperature'],0.566377728,0.720063162
7909,1140.6,4.75,0.072,20.90248978,1,['Temperature'],0.548264314,0.732499707
7910,1140.6,4.75,0.144,15.40061021,1,['Temperature'],0.617657591,0.672545069
7911,1140.6,4.75,0.216,13.25469707,1,['Temperature'],0.549200136,0.733920582
7912,1140.6,4.75,0.288,13.25469707,1,['Temperature'],0.73490182,0.5275569
7913,1140.6,4.75,0.36,19.04235653,1,['Temperature'],0.552555139,0.730366563
7914,1140.6,4.75,0.432,14.84612245,1,['Temperature'],0.548954747,0.733265186
7915,1140.6,4.75,0.504,14.84612245,1,['Temperature'],0.564889569,0.721606016
7930,1140.6,5,0.072,20.09279748,1,['Temperature'],0.561777455,0.724811937
7931,1140.6,5,0.144,14.59091792,1,['Temperature'],0.537901003,0.743975947
7932,1140.6,5,0.216,12.42526653,1,['Temperature'],0.579907624,0.699802634
7933,1140.6,5,0.288,12.42526653,1,['Temperature'],0.539713185,0.742130783
7934,1140.6,5,0.36,18.21292599,1,['Temperature'],0.566903836,0.715016968
7935,1140.6,5,0.432,14.01669043,1,['Temperature'],0.578934147,0.706727615
7936,1140.6,5,0.504,14.01669043,1,['Temperature'],0.538112495,0.745143592
7951,1140.6,5.25,0.072,20.09279748,1,['Temperature'],0.546759309,0.731770921
7952,1140.6,5.25,0.144,14.59091792,1,['Temperature'],0.558226987,0.725331505
7953,1140.6,5.25,0.216,12.42526653,1,['Temperature'],0.555791172,0.730947479
7954,1140.6,5.25,0.288,12.42526653,1,['Temperature'],0.569751355,0.716317859
7955,1140.6,5.25,0.36,18.21292599,1,['Temperature'],0.564748893,0.721714368
7956,1140.6,5.25,0.432,14.01669043,1,['Temperature'],0.578050864,0.702675327
7957,1140.6,5.25,0.504,14.01669043,1,['Temperature'],0.588848596,0.703636977
7972,1140.6,5.5,0.072,20.09279748,1,['Temperature'],0.578813179,0.698457017
7973,1140.6,5.5,0.144,14.59091792,1,['Temperature'],0.538464786,0.744275956
7974,1140.6,5.5,0.216,12.42526653,1,['Temperature'],0.547249033,0.733452412
7975,1140.6,5.5,0.288,12.42526653,1,['Temperature'],0.572431647,0.70452745
7976,1140.6,5.5,0.36,18.21292599,1,['Temperature'],0.561766542,0.72252772
7977,1140.6,5.5,0.432,14.01669043,1,['Temperature'],0.609702302,0.672792992
7978,1140.6,5.5,0.504,14.01669043,1,['Temperature'],0.540977015,0.74542188
7993,1140.6,5.75,0.072,20.09279748,1,['Temperature'],0.570698901,0.716751925
7994,1140.6,5.75,0.144,14.59091792,1,['Temperature'],0.539821864,0.742843809
7995,1140.6,5.75,0.216,12.42526653,1,['Temperature'],0.600048304,0.679959253
7996,1140.6,5.75,0.288,12.42526653,1,['Temperature'],0.563152881,0.72305669
7997,1140.6,5.75,0.36,18.21292599,1,['Temperature'],0.58088394,0.704614966
7998,1140.6,5.75,0.432,14.01669043,1,['Temperature'],0.564303404,0.722112742
7999,1140.6,5.75,0.504,14.01669043,1,['Temperature'],0.548345449,0.730068748
8014,1140.6,6,0.072,20.09279748,1,['Temperature'],0.549062352,0.733295015
8015,1140.6,6,0.144,14.59091792,1,['Temperature'],0.546351858,0.732324062
8016,1140.6,6,0.216,12.42526653,1,['Temperature'],0.577616134,0.696334731
8017,1140.6,6,0.288,12.42526653,1,['Temperature'],0.551660881,0.731746756
8018,1140.6,6,0.36,18.21292599,1,['Temperature'],0.568158496,0.718146652
8019,1140.6,6,0.432,14.01669043,1,['Temperature'],0.564344312,0.722081104
8020,1140.6,6,0.504,14.01669043,1,['Temperature'],0.547412955,0.730654337
8287,1163.8,4,0.072,22.12869347,1,['Temperature'],0.570478236,0.716329893
8288,1163.8,4,0.144,16.62681391,1,['Temperature'],0.566599289,0.717205067
8289,1163.8,4,0.216,15.10027286,1,['Temperature'],0.572695534,0.714703788
8290,1163.8,4,0.288,15.10027286,1,['Temperature'],0.569109102,0.708835301
8291,1163.8,4,0.36,20.80872756,1,['Temperature'],0.545805416,0.733868429
8292,1163.8,4,0.432,16.61249495,1,['Temperature'],0.551302511,0.730872705
8293,1163.8,4,0.504,16.61249495,1,['Temperature'],0.592316565,0.692435447
8308,1163.8,4.25,0.072,22.12869347,1,['Temperature'],0.571181402,0.708917494
8309,1163.8,4.25,0.144,16.62681391,1,['Temperature'],0.581491165,0.704919322
8310,1163.8,4.25,0.216,15.10027286,1,['Temperature'],0.569592215,0.710913974
8311,1163.8,4.25,0.288,15.10027286,1,['Temperature'],0.600008564,0.683352177
8312,1163.8,4.25,0.36,20.80872756,1,['Temperature'],0.569533639,0.711048909
8313,1163.8,4.25,0.432,16.61249495,1,['Temperature'],0.588209222,0.693254365
8314,1163.8,4.25,0.504,16.61249495,1,['Temperature'],0.580817471,0.697393982
8329,1163.8,4.5,0.072,22.12869347,1,['Temperature'],0.570835741,0.716627514
8330,1163.8,4.5,0.144,16.62681391,1,['Temperature'],0.563764473,0.713973202
8331,1163.8,4.5,0.216,15.10027286,1,['Temperature'],0.568175634,0.712256737
8332,1163.8,4.5,0.288,15.10027286,1,['Temperature'],0.57392032,0.707253802
8333,1163.8,4.5,0.36,20.80872756,1,['Temperature'],0.653824263,0.624471272
8334,1163.8,4.5,0.432,16.61249495,1,['Temperature'],0.545363876,0.734209054
8335,1163.8,4.5,0.504,16.61249495,1,['Temperature'],0.549804256,0.730024887
8350,1163.8,4.75,0.072,22.12869347,1,['Temperature'],0.56275675,0.721578513
8351,1163.8,4.75,0.144,16.62681391,1,['Temperature'],0.548053887,0.732494985
8352,1163.8,4.75,0.216,15.10027286,1,['Temperature'],0.604578428,0.67654304
8353,1163.8,4.75,0.288,15.10027286,1,['Temperature'],0.568043911,0.709863142
8354,1163.8,4.75,0.36,20.80872756,1,['Temperature'],0.549123156,0.733300484
8355,1163.8,4.75,0.432,16.61249495,1,['Temperature'],0.563549364,0.722664219
8356,1163.8,4.75,0.504,16.61249495,1,['Temperature'],0.546347297,0.733610024
8371,1163.8,5,0.072,21.31900117,1,['Temperature'],0.562033705,0.72220143
8372,1163.8,5,0.144,15.81712161,1,['Temperature'],0.577467043,0.70898455
8373,1163.8,5,0.216,14.27084231,1,['Temperature'],0.532566543,0.744843457
8374,1163.8,5,0.288,14.27084231,1,['Temperature'],0.541720611,0.737736685
8375,1163.8,5,0.36,19.97929702,1,['Temperature'],0.536683259,0.739403816
8376,1163.8,5,0.432,15.78306588,1,['Temperature'],0.562380771,0.722071577
8377,1163.8,5,0.504,15.78306588,1,['Temperature'],0.564627175,0.719214623
8392,1163.8,5.25,0.072,21.31900117,1,['Temperature'],0.551021071,0.731840676
8393,1163.8,5.25,0.144,15.81712161,1,['Temperature'],0.578731428,0.703770754
8394,1163.8,5.25,0.216,14.27084231,1,['Temperature'],0.54651524,0.733980297
8395,1163.8,5.25,0.288,14.27084231,1,['Temperature'],0.565146144,0.721261869
8396,1163.8,5.25,0.36,19.97929702,1,['Temperature'],0.604527268,0.676443159
8397,1163.8,5.25,0.432,15.78306588,1,['Temperature'],0.617556647,0.676349719
8398,1163.8,5.25,0.504,15.78306588,1,['Temperature'],0.565796858,0.719906031
8413,1163.8,5.5,0.072,21.31900117,1,['Temperature'],0.561202841,0.71634621
8414,1163.8,5.5,0.144,15.81712161,1,['Temperature'],0.562439545,0.721935631
8415,1163.8,5.5,0.216,14.27084231,1,['Temperature'],0.570896222,0.716584165
8416,1163.8,5.5,0.288,14.27084231,1,['Temperature'],0.621965806,0.668650639
8417,1163.8,5.5,0.36,19.97929702,1,['Temperature'],0.561859935,0.724716974
8418,1163.8,5.5,0.432,15.78306588,1,['Temperature'],0.568703,0.709475891
8419,1163.8,5.5,0.504,15.78306588,1,['Temperature'],0.582850158,0.698360663
8434,1163.8,5.75,0.072,21.31900117,1,['Temperature'],0.54901165,0.733258452
8435,1163.8,5.75,0.144,15.81712161,1,['Temperature'],0.557970384,0.722502521
8436,1163.8,5.75,0.216,14.27084231,1,['Temperature'],0.643212231,0.637210904
8437,1163.8,5.75,0.288,14.27084231,1,['Temperature'],0.600073195,0.682366671
8438,1163.8,5.75,0.36,19.97929702,1,['Temperature'],0.570695965,0.716767312
8439,1163.8,5.75,0.432,15.78306588,1,['Temperature'],0.576524229,0.702539252
8440,1163.8,5.75,0.504,15.78306588,1,['Temperature'],0.546593721,0.734271925
8455,1163.8,6,0.072,21.31900117,1,['Temperature'],0.62225377,0.6551901
8456,1163.8,6,0.144,15.81712161,1,['Temperature'],0.577494323,0.704746863
8457,1163.8,6,0.216,14.27084231,1,['Temperature'],0.563129131,0.717017711
8458,1163.8,6,0.288,14.27084231,1,['Temperature'],0.547953788,0.732742262
8459,1163.8,6,0.36,19.97929702,1,['Temperature'],0.528373056,0.768627497
8460,1163.8,6,0.432,15.78306588,1,['Temperature'],0.56231976,0.722077466
8461,1163.8,6,0.504,15.78306588,1,['Temperature'],0.577775484,0.708283263
8728,1187,4,0.072,24.62284018,1,['Temperature'],0.574876437,0.71189758
8729,1187,4,0.144,19.12096062,1,['Temperature'],0.57443357,0.712566677
8730,1187,4,0.216,17.59441957,1,['Temperature'],0.602019208,0.676890999
8731,1187,4,0.288,17.59441957,1,['Temperature'],0.618408884,0.655750267
8732,1187,4,0.36,23.16163102,1,['Temperature'],0.608781777,0.660296706
8733,1187,4,0.432,18.96539988,1,['Temperature'],0.620871671,0.653257624
8734,1187,4,0.504,18.96539988,1,['Temperature'],0.58485641,0.701797563
8749,1187,4.25,0.072,24.62284018,1,['Temperature'],0.580235487,0.69781808
8750,1187,4.25,0.144,19.12096062,1,['Temperature'],0.572757191,0.714602338
8751,1187,4.25,0.216,17.59441957,1,['Temperature'],0.616798608,0.661366998
8752,1187,4.25,0.288,17.59441957,1,['Temperature'],0.74642758,0.517513447
8753,1187,4.25,0.36,23.16163102,1,['Temperature'],0.588613891,0.696747063
8754,1187,4.25,0.432,18.96539988,1,['Temperature'],0.626556657,0.651455073
8755,1187,4.25,0.504,18.96539988,1,['Temperature'],0.572886639,0.712205162
8770,1187,4.5,0.072,24.62284018,1,['Temperature'],0.622793442,0.655373785
8771,1187,4.5,0.144,19.12096062,1,['Temperature'],0.571233094,0.716226053
8772,1187,4.5,0.216,17.59441957,1,['Temperature'],0.609633282,0.663758939
8773,1187,4.5,0.288,17.59441957,1,['Temperature'],0.593459912,0.679820424
8774,1187,4.5,0.36,23.16163102,1,['Temperature'],0.599482711,0.683038253
8775,1187,4.5,0.432,18.96539988,1,['Temperature'],0.542747238,0.738168299
8776,1187,4.5,0.504,18.96539988,1,['Temperature'],0.57467952,0.71096324
8791,1187,4.75,0.072,24.62284018,1,['Temperature'],0.548389412,0.732752376
8792,1187,4.75,0.144,19.12096062,1,['Temperature'],0.558954136,0.724541893
8793,1187,4.75,0.216,17.59441957,1,['Temperature'],0.590383414,0.684124212
8794,1187,4.75,0.288,17.59441957,1,['Temperature'],0.608400811,0.671646379
8795,1187,4.75,0.36,23.16163102,1,['Temperature'],0.602740673,0.667014684
8796,1187,4.75,0.432,18.96539988,1,['Temperature'],0.568724956,0.718591754
8797,1187,4.75,0.504,18.96539988,1,['Temperature'],0.591905653,0.68557648
8812,1187,5,0.072,23.86082032,1,['Temperature'],0.5897609,0.684491352
8813,1187,5,0.144,18.35894076,1,['Temperature'],0.550428105,0.728822448
8814,1187,5,0.216,16.81266146,1,['Temperature'],0.551759709,0.731033929
8815,1187,5,0.288,16.81266146,1,['Temperature'],0.564762549,0.707273171
8816,1187,5,0.36,22.37987291,1,['Temperature'],0.54439931,0.733639658
8817,1187,5,0.432,18.18364177,1,['Temperature'],0.55857806,0.725021734
8818,1187,5,0.504,18.18364177,1,['Temperature'],0.565230192,0.717164966
8833,1187,5.25,0.072,23.86082032,1,['Temperature'],0.630853497,0.648057258
8834,1187,5.25,0.144,18.35894076,1,['Temperature'],0.597302552,0.686757771
8835,1187,5.25,0.216,16.81266146,1,['Temperature'],0.558821315,0.724515963
8836,1187,5.25,0.288,16.81266146,1,['Temperature'],0.590777168,0.687696633
8837,1187,5.25,0.36,22.37987291,1,['Temperature'],0.591381612,0.681577777
8838,1187,5.25,0.432,18.18364177,1,['Temperature'],0.585679771,0.688119489
8839,1187,5.25,0.504,18.18364177,1,['Temperature'],0.592199143,0.680051852
