Temperature,pCH4_per_pO2,Contact time,Y(C2)_predicted,mean,std
1071,2.25,1.152,13.69308882,0.17543493,0.12010609
1071,2.25,1.224,13.69308882,0.17543493,0.12010609
1071,2.25,1.296,13.69308882,0.17543493,0.12010609
1071,2.25,1.368,13.69308882,0.17543493,0.12010609
1071,2.25,1.44,13.69308882,0.17543493,0.12010609
1071,2.5,0,15.30666986,0.37255475,0.27391955
1071,2.5,0.072,13.46845378,0.3917573,0.29951468
1071,2.5,0.144,8.847122222,0.07543029,0.07615748
1071,2.5,0.216,8.450686952,0.07326358,0.07741837
1071,2.5,0.288,8.450686952,0.07326358,0.07741837
1071,2.5,0.36,14.85963756,0.39735943,0.3127586
1071,2.5,0.432,10.7969786,0.17543493,0.12010609
1071,2.5,0.504,10.7969786,0.17543493,0.12010609
1071,2.5,0.576,13.45373879,0.17543493,0.12010609
1071,2.5,0.648,13.45373879,0.17543493,0.12010609
1071,2.5,0.72,13.45373879,0.17543493,0.12010609
1071,2.5,0.792,13.45373879,0.17543493,0.12010609
1071,2.5,0.864,13.45373879,0.17543493,0.12010609
1071,2.5,0.936,13.45373879,0.17543493,0.12010609
1071,2.5,1.008,13.45373879,0.17543493,0.12010609
1071,2.5,1.08,13.45373879,0.17543493,0.12010609
1071,2.5,1.152,13.45373879,0.17543493,0.12010609
1071,2.5,1.224,13.45373879,0.17543493,0.12010609
1071,2.5,1.296,13.45373879,0.17543493,0.12010609
1071,2.5,1.368,13.45373879,0.17543493,0.12010609
1071,2.5,1.44,13.45373879,0.17543493,0.12010609
1071,2.75,0,15.30332494,0.37255475,0.27391955
1071,2.75,0.072,13.54579468,0.3917573,0.29951468
1071,2.75,0.144,8.924464601,0.07543029,0.07615748
1071,2.75,0.216,8.499656424,0.07326358,0.07741837
1071,2.75,0.288,8.499656424,0.07326358,0.07741837
1071,2.75,0.36,14.94491382,0.39735943,0.3127586
1071,2.75,0.432,10.8822578,0.17543493,0.12010609
1071,2.75,0.504,10.8822578,0.17543493,0.12010609
1071,2.75,0.576,13.53901357,0.17543493,0.12010609
1071,2.75,0.648,13.53901357,0.17543493,0.12010609
1071,2.75,0.72,13.53901357,0.17543493,0.12010609
1071,2.75,0.792,13.53901357,0.17543493,0.12010609
1071,2.75,0.864,13.53901357,0.17543493,0.12010609
1071,2.75,0.936,13.53901357,0.17543493,0.12010609
1071,2.75,1.008,13.53901357,0.17543493,0.12010609
1071,2.75,1.08,13.53901357,0.17543493,0.12010609
1071,2.75,1.152,13.53901357,0.17543493,0.12010609
1071,2.75,1.224,13.53901357,0.17543493,0.12010609
1071,2.75,1.296,13.53901357,0.17543493,0.12010609
1071,2.75,1.368,13.53901357,0.17543493,0.12010609
1071,2.75,1.44,13.53901357,0.17543493,0.12010609
1071,3,0,15.14448112,0.37255475,0.27391955
1071,3,0.072,12.56174563,0.3917573,0.29951468
1071,3,0.144,7.940407452,0.07543029,0.07615748
1071,3,0.216,6.9037238,0.07326358,0.07741837
1071,3,0.288,6.9037238,0.07326358,0.07741837
1071,3,0.36,13.34897604,0.39735943,0.3127586
1071,3,0.432,9.199072447,0.17543493,0.12010609
1071,3,0.504,9.199072447,0.17543493,0.12010609
1071,3,0.576,11.85580908,0.17543493,0.12010609
1071,3,0.648,11.85580908,0.17543493,0.12010609
1071,3,0.72,11.85580908,0.17543493,0.12010609
1071,3,0.792,11.85580908,0.17543493,0.12010609
1071,3,0.864,11.85580908,0.17543493,0.12010609
1071,3,0.936,11.85580908,0.17543493,0.12010609
1071,3,1.008,11.85580908,0.17543493,0.12010609
1071,3,1.08,11.85580908,0.17543493,0.12010609
1071,3,1.152,11.85580908,0.17543493,0.12010609
1071,3,1.224,11.85580908,0.17543493,0.12010609
1071,3,1.296,11.85580908,0.17543493,0.12010609
1071,3,1.368,11.85580908,0.17543493,0.12010609
1071,3,1.44,11.85580908,0.17543493,0.12010609
1071,3.25,0,15.14448112,0.37255475,0.27391955
1071,3.25,0.072,12.56174563,0.3917573,0.29951468
1071,3.25,0.144,7.940407452,0.07543029,0.07615748
1071,3.25,0.216,6.9037238,0.07326358,0.07741837
1071,3.25,0.288,6.9037238,0.07326358,0.07741837
1071,3.25,0.36,13.34897604,0.39735943,0.3127586
1071,3.25,0.432,9.199072447,0.17543493,0.12010609
1071,3.25,0.504,9.199072447,0.17543493,0.12010609
1071,3.25,0.576,11.85580908,0.17543493,0.12010609
1071,3.25,0.648,11.85580908,0.17543493,0.12010609
1071,3.25,0.72,11.85580908,0.17543493,0.12010609
1071,3.25,0.792,11.85580908,0.17543493,0.12010609
1071,3.25,0.864,11.85580908,0.17543493,0.12010609
1071,3.25,0.936,11.85580908,0.17543493,0.12010609
1071,3.25,1.008,11.85580908,0.17543493,0.12010609
1071,3.25,1.08,11.85580908,0.17543493,0.12010609
1071,3.25,1.152,11.85580908,0.17543493,0.12010609
1071,3.25,1.224,11.85580908,0.17543493,0.12010609
1071,3.25,1.296,11.85580908,0.17543493,0.12010609
1071,3.25,1.368,11.85580908,0.17543493,0.12010609
1071,3.25,1.44,11.85580908,0.17543493,0.12010609
1071,3.5,0,15.14448112,0.37255475,0.27391955
1071,3.5,0.072,12.56174563,0.3917573,0.29951468
1071,3.5,0.144,7.940407452,0.07543029,0.07615748
1071,3.5,0.216,6.9037238,0.07326358,0.07741837
1071,3.5,0.288,6.9037238,0.07326358,0.07741837
1071,3.5,0.36,13.34897604,0.39735943,0.3127586
1071,3.5,0.432,9.199072447,0.17543493,0.12010609
1071,3.5,0.504,9.199072447,0.17543493,0.12010609
1071,3.5,0.576,11.85580908,0.17543493,0.12010609
1071,3.5,0.648,11.85580908,0.17543493,0.12010609
1071,3.5,0.72,11.85580908,0.17543493,0.12010609
1071,3.5,0.792,11.85580908,0.17543493,0.12010609
1071,3.5,0.864,11.85580908,0.17543493,0.12010609
1071,3.5,0.936,11.85580908,0.17543493,0.12010609
1071,3.5,1.008,11.85580908,0.17543493,0.12010609
1071,3.5,1.08,11.85580908,0.17543493,0.12010609
1071,3.5,1.152,11.85580908,0.17543493,0.12010609
1071,3.5,1.224,11.85580908,0.17543493,0.12010609
1071,3.5,1.296,11.85580908,0.17543493,0.12010609
1071,3.5,1.368,11.85580908,0.17543493,0.12010609
1071,3.5,1.44,11.85580908,0.17543493,0.12010609
1071,3.75,0,15.14448112,0.37255475,0.27391955
1071,3.75,0.072,12.56174563,0.3917573,0.29951468
1071,3.75,0.144,7.940407452,0.07543029,0.07615748
1071,3.75,0.216,6.9037238,0.07326358,0.07741837
1071,3.75,0.288,6.9037238,0.07326358,0.07741837
1071,3.75,0.36,13.34897604,0.39735943,0.3127586
1071,3.75,0.432,9.199072447,0.17543493,0.12010609
1071,3.75,0.504,9.199072447,0.17543493,0.12010609
1071,3.75,0.576,11.85580908,0.17543493,0.12010609
1071,3.75,0.648,11.85580908,0.17543493,0.12010609
1071,3.75,0.72,11.85580908,0.17543493,0.12010609
1071,3.75,0.792,11.85580908,0.17543493,0.12010609
1071,3.75,0.864,11.85580908,0.17543493,0.12010609
1071,3.75,0.936,11.85580908,0.17543493,0.12010609
1071,3.75,1.008,11.85580908,0.17543493,0.12010609
1071,3.75,1.08,11.85580908,0.17543493,0.12010609
1071,3.75,1.152,11.85580908,0.17543493,0.12010609
1071,3.75,1.224,11.85580908,0.17543493,0.12010609
1071,3.75,1.296,11.85580908,0.17543493,0.12010609
1071,3.75,1.368,11.85580908,0.17543493,0.12010609
1071,3.75,1.44,11.85580908,0.17543493,0.12010609
1071,4,0,14.92078242,0.37255475,0.27391955
1071,4,0.576,10.94119356,0.17543493,0.12010609
1071,4,0.648,10.94119356,0.17543493,0.12010609
1071,4,0.72,10.94119356,0.17543493,0.12010609
1071,4,0.792,10.94119356,0.17543493,0.12010609
1071,4,0.864,10.94119356,0.17543493,0.12010609
1071,4,0.936,10.94119356,0.17543493,0.12010609
1071,4,1.008,10.94119356,0.17543493,0.12010609
1071,4,1.08,10.94119356,0.17543493,0.12010609
1071,4,1.152,10.94119356,0.17543493,0.12010609
1071,4,1.224,10.94119356,0.17543493,0.12010609
1071,4,1.296,10.94119356,0.17543493,0.12010609
1071,4,1.368,10.94119356,0.17543493,0.12010609
1071,4,1.44,10.94119356,0.17543493,0.12010609
1071,4.25,0,14.92078242,0.37255475,0.27391955
1071,4.25,0.576,10.94119356,0.17543493,0.12010609
1071,4.25,0.648,10.94119356,0.17543493,0.12010609
1071,4.25,0.72,10.94119356,0.17543493,0.12010609
1071,4.25,0.792,10.94119356,0.17543493,0.12010609
1071,4.25,0.864,10.94119356,0.17543493,0.12010609
1071,4.25,0.936,10.94119356,0.17543493,0.12010609
1071,4.25,1.008,10.94119356,0.17543493,0.12010609
1071,4.25,1.08,10.94119356,0.17543493,0.12010609
1071,4.25,1.152,10.94119356,0.17543493,0.12010609
1071,4.25,1.224,10.94119356,0.17543493,0.12010609
1071,4.25,1.296,10.94119356,0.17543493,0.12010609
1071,4.25,1.368,10.94119356,0.17543493,0.12010609
1071,4.25,1.44,10.94119356,0.17543493,0.12010609
1071,4.5,0,14.92078242,0.37255475,0.27391955
1071,4.5,0.576,10.94119356,0.17543493,0.12010609
1071,4.5,0.648,10.94119356,0.17543493,0.12010609
1071,4.5,0.72,10.94119356,0.17543493,0.12010609
1071,4.5,0.792,10.94119356,0.17543493,0.12010609
1071,4.5,0.864,10.94119356,0.17543493,0.12010609
1071,4.5,0.936,10.94119356,0.17543493,0.12010609
1071,4.5,1.008,10.94119356,0.17543493,0.12010609
1071,4.5,1.08,10.94119356,0.17543493,0.12010609
1071,4.5,1.152,10.94119356,0.17543493,0.12010609
1071,4.5,1.224,10.94119356,0.17543493,0.12010609
1071,4.5,1.296,10.94119356,0.17543493,0.12010609
1071,4.5,1.368,10.94119356,0.17543493,0.12010609
1071,4.5,1.44,10.94119356,0.17543493,0.12010609
1071,4.75,0,14.92078242,0.37255475,0.27391955
1071,4.75,0.576,10.94119356,0.17543493,0.12010609
1071,4.75,0.648,10.94119356,0.17543493,0.12010609
1071,4.75,0.72,10.94119356,0.17543493,0.12010609
1071,4.75,0.792,10.94119356,0.17543493,0.12010609
1071,4.75,0.864,10.94119356,0.17543493,0.12010609
1071,4.75,0.936,10.94119356,0.17543493,0.12010609
1071,4.75,1.008,10.94119356,0.17543493,0.12010609
1071,4.75,1.08,10.94119356,0.17543493,0.12010609
1071,4.75,1.152,10.94119356,0.17543493,0.12010609
1071,4.75,1.224,10.94119356,0.17543493,0.12010609
1071,4.75,1.296,10.94119356,0.17543493,0.12010609
1071,4.75,1.368,10.94119356,0.17543493,0.12010609
1071,4.75,1.44,10.94119356,0.17543493,0.12010609
1071,5,0,14.16730593,0.3725466,0.2739106
1071,5,0.576,10.16797,0.17542677,0.12009803
1071,5,0.648,10.16797,0.17542677,0.12009803
1071,5,0.72,10.16797,0.17542677,0.12009803
1071,5,0.792,10.16797,0.17542677,0.12009803
1071,5,0.864,10.16797,0.17542677,0.12009803
1071,5,0.936,10.16797,0.17542677,0.12009803
1071,5,1.008,10.16797,0.17542677,0.12009803
1071,5,1.08,10.16797,0.17542677,0.12009803
1071,5,1.152,10.16797,0.17542677,0.12009803
1071,5,1.224,10.16797,0.17542677,0.12009803
1071,5,1.296,10.16797,0.17542677,0.12009803
1071,5,1.368,10.16797,0.17542677,0.12009803
1071,5,1.44,10.16797,0.17542677,0.12009803
1071,5.25,0,14.16730593,0.3725466,0.2739106
1071,5.25,0.576,10.16797,0.17542677,0.12009803
1071,5.25,0.648,10.16797,0.17542677,0.12009803
1071,5.25,0.72,10.16797,0.17542677,0.12009803
1071,5.25,0.792,10.16797,0.17542677,0.12009803
1071,5.25,0.864,10.16797,0.17542677,0.12009803
1071,5.25,0.936,10.16797,0.17542677,0.12009803
1071,5.25,1.008,10.16797,0.17542677,0.12009803
1071,5.25,1.08,10.16797,0.17542677,0.12009803
1071,5.25,1.152,10.16797,0.17542677,0.12009803
1071,5.25,1.224,10.16797,0.17542677,0.12009803
1071,5.25,1.296,10.16797,0.17542677,0.12009803
1071,5.25,1.368,10.16797,0.17542677,0.12009803
1071,5.25,1.44,10.16797,0.17542677,0.12009803
1071,5.5,0,14.16730593,0.3725466,0.2739106
1071,5.5,0.576,10.16797,0.17542677,0.12009803
1071,5.5,0.648,10.16797,0.17542677,0.12009803
1071,5.5,0.72,10.16797,0.17542677,0.12009803
1071,5.5,0.792,10.16797,0.17542677,0.12009803
1071,5.5,0.864,10.16797,0.17542677,0.12009803
1071,5.5,0.936,10.16797,0.17542677,0.12009803
1071,5.5,1.008,10.16797,0.17542677,0.12009803
1071,5.5,1.08,10.16797,0.17542677,0.12009803
1071,5.5,1.152,10.16797,0.17542677,0.12009803
1071,5.5,1.224,10.16797,0.17542677,0.12009803
1071,5.5,1.296,10.16797,0.17542677,0.12009803
1071,5.5,1.368,10.16797,0.17542677,0.12009803
1071,5.5,1.44,10.16797,0.17542677,0.12009803
1071,5.75,0,14.16730593,0.3725466,0.2739106
1071,5.75,0.576,10.16797,0.17542677,0.12009803
1071,5.75,0.648,10.16797,0.17542677,0.12009803
1071,5.75,0.72,10.16797,0.17542677,0.12009803
1071,5.75,0.792,10.16797,0.17542677,0.12009803
1071,5.75,0.864,10.16797,0.17542677,0.12009803
1071,5.75,0.936,10.16797,0.17542677,0.12009803
1071,5.75,1.008,10.16797,0.17542677,0.12009803
1071,5.75,1.08,10.16797,0.17542677,0.12009803
1071,5.75,1.152,10.16797,0.17542677,0.12009803
1071,5.75,1.224,10.16797,0.17542677,0.12009803
1071,5.75,1.296,10.16797,0.17542677,0.12009803
1071,5.75,1.368,10.16797,0.17542677,0.12009803
1071,5.75,1.44,10.16797,0.17542677,0.12009803
1071,6,0,14.16730593,0.3725466,0.2739106
1071,6,0.576,10.16797,0.17542677,0.12009803
1071,6,0.648,10.16797,0.17542677,0.12009803
1071,6,0.72,10.16797,0.17542677,0.12009803
1071,6,0.792,10.16797,0.17542677,0.12009803
1071,6,0.864,10.16797,0.17542677,0.12009803
1071,6,0.936,10.16797,0.17542677,0.12009803
1071,6,1.008,10.16797,0.17542677,0.12009803
1071,6,1.08,10.16797,0.17542677,0.12009803
1071,6,1.152,10.16797,0.17542677,0.12009803
1071,6,1.224,10.16797,0.17542677,0.12009803
1071,6,1.296,10.16797,0.17542677,0.12009803
1071,6,1.368,10.16797,0.17542677,0.12009803
1071,6,1.44,10.16797,0.17542677,0.12009803
1094.2,1,0,24.23910809,0.89015263,0.6272277
1094.2,1,0.072,23.44322241,0.92414683,0.6658822
1094.2,1,0.144,18.36505347,0.7676873,0.50937665
1094.2,1,0.216,17.19386719,0.7655086,0.50694275
1094.2,1,0.288,17.19386719,0.7655086,0.50694275
1094.2,1,0.36,23.08673991,0.8843569,0.6241626
1094.2,1,0.432,19.91944184,0.7948886,0.5347855
1094.2,1,0.504,19.91944184,0.7948886,0.5347855
1094.2,1,0.576,23.12969825,0.7948886,0.5347855
1094.2,1,0.648,23.12969825,0.7948886,0.5347855
1094.2,1,0.72,23.12969825,0.7948886,0.5347855
1094.2,1,0.792,23.12969825,0.7948886,0.5347855
1094.2,1,0.864,23.12969825,0.7948886,0.5347855
1094.2,1,0.936,23.12969825,0.7948886,0.5347855
1094.2,1,1.008,23.12969825,0.7948886,0.5347855
1094.2,1,1.08,23.12969825,0.7948886,0.5347855
1094.2,1,1.152,23.12969825,0.7948886,0.5347855
1094.2,1,1.224,23.12969825,0.7948886,0.5347855
1094.2,1,1.296,23.12969825,0.7948886,0.5347855
1094.2,1,1.368,23.12969825,0.7948886,0.5347855
1094.2,1,1.44,23.12969825,0.7948886,0.5347855
1094.2,1.25,0,24.23910809,0.89015263,0.6272277
1094.2,1.25,0.072,23.44322241,0.92414683,0.6658822
1094.2,1.25,0.144,18.36505347,0.7676873,0.50937665
1094.2,1.25,0.216,17.19386719,0.7655086,0.50694275
1094.2,1.25,0.288,17.19386719,0.7655086,0.50694275
1094.2,1.25,0.36,23.08673991,0.8843569,0.6241626
1094.2,1.25,0.432,19.91944184,0.7948886,0.5347855
1094.2,1.25,0.504,19.91944184,0.7948886,0.5347855
1094.2,1.25,0.576,23.12969825,0.7948886,0.5347855
1094.2,1.25,0.648,23.12969825,0.7948886,0.5347855
1094.2,1.25,0.72,23.12969825,0.7948886,0.5347855
1094.2,1.25,0.792,23.12969825,0.7948886,0.5347855
1094.2,1.25,0.864,23.12969825,0.7948886,0.5347855
1094.2,1.25,0.936,23.12969825,0.7948886,0.5347855
1094.2,1.25,1.008,23.12969825,0.7948886,0.5347855
1094.2,1.25,1.08,23.12969825,0.7948886,0.5347855
1094.2,1.25,1.152,23.12969825,0.7948886,0.5347855
1094.2,1.25,1.224,23.12969825,0.7948886,0.5347855
1094.2,1.25,1.296,23.12969825,0.7948886,0.5347855
1094.2,1.25,1.368,23.12969825,0.7948886,0.5347855
1094.2,1.25,1.44,23.12969825,0.7948886,0.5347855
1094.2,1.5,0,24.23910809,0.89015263,0.6272277
1094.2,1.5,0.072,23.44322241,0.92414683,0.6658822
1094.2,1.5,0.144,18.36505347,0.7676873,0.50937665
1094.2,1.5,0.216,17.19386719,0.7655086,0.50694275
1094.2,1.5,0.288,17.19386719,0.7655086,0.50694275
1094.2,1.5,0.36,23.08673991,0.8843569,0.6241626
1094.2,1.5,0.432,19.91944184,0.7948886,0.5347855
1094.2,1.5,0.504,19.91944184,0.7948886,0.5347855
1094.2,1.5,0.576,23.12969825,0.7948886,0.5347855
1094.2,1.5,0.648,23.12969825,0.7948886,0.5347855
1094.2,1.5,0.72,23.12969825,0.7948886,0.5347855
1094.2,1.5,0.792,23.12969825,0.7948886,0.5347855
1094.2,1.5,0.864,23.12969825,0.7948886,0.5347855
1094.2,1.5,0.936,23.12969825,0.7948886,0.5347855
1094.2,1.5,1.008,23.12969825,0.7948886,0.5347855
1094.2,1.5,1.08,23.12969825,0.7948886,0.5347855
1094.2,1.5,1.152,23.12969825,0.7948886,0.5347855
1094.2,1.5,1.224,23.12969825,0.7948886,0.5347855
1094.2,1.5,1.296,23.12969825,0.7948886,0.5347855
1094.2,1.5,1.368,23.12969825,0.7948886,0.5347855
1094.2,1.5,1.44,23.12969825,0.7948886,0.5347855
1094.2,1.75,0,24.23910809,0.89015263,0.6272277
1094.2,1.75,0.072,23.44322241,0.92414683,0.6658822
1094.2,1.75,0.144,18.36505347,0.7676873,0.50937665
1094.2,1.75,0.216,17.19386719,0.7655086,0.50694275
1094.2,1.75,0.288,17.19386719,0.7655086,0.50694275
1094.2,1.75,0.36,23.08673991,0.8843569,0.6241626
1094.2,1.75,0.432,19.91944184,0.7948886,0.5347855
1094.2,1.75,0.504,19.91944184,0.7948886,0.5347855
1094.2,1.75,0.576,23.12969825,0.7948886,0.5347855
1094.2,1.75,0.648,23.12969825,0.7948886,0.5347855
1094.2,1.75,0.72,23.12969825,0.7948886,0.5347855
1094.2,1.75,0.792,23.12969825,0.7948886,0.5347855
1094.2,1.75,0.864,23.12969825,0.7948886,0.5347855
1094.2,1.75,0.936,23.12969825,0.7948886,0.5347855
1094.2,1.75,1.008,23.12969825,0.7948886,0.5347855
1094.2,1.75,1.08,23.12969825,0.7948886,0.5347855
1094.2,1.75,1.152,23.12969825,0.7948886,0.5347855
1094.2,1.75,1.224,23.12969825,0.7948886,0.5347855
1094.2,1.75,1.296,23.12969825,0.7948886,0.5347855
1094.2,1.75,1.368,23.12969825,0.7948886,0.5347855
1094.2,1.75,1.44,23.12969825,0.7948886,0.5347855
1094.2,2,0,22.55461097,0.89015263,0.6272277
1094.2,2,0.072,21.67212698,0.92414683,0.6658822
1094.2,2,0.144,16.46648902,0.7676873,0.50937665
1094.2,2,0.216,15.3612353,0.7655086,0.50694275
1094.2,2,0.288,15.3612353,0.7655086,0.50694275
1094.2,2,0.36,21.25410801,0.8843569,0.6241626
1094.2,2,0.432,18.06303041,0.7948886,0.5347855
1094.2,2,0.504,18.06303041,0.7948886,0.5347855
1094.2,2,0.576,21.33955063,0.7948886,0.5347855
1094.2,2,0.648,21.33955063,0.7948886,0.5347855
1094.2,2,0.72,21.33955063,0.7948886,0.5347855
1094.2,2,0.792,21.33955063,0.7948886,0.5347855
1094.2,2,0.864,21.33955063,0.7948886,0.5347855
1094.2,2,0.936,21.33955063,0.7948886,0.5347855
1094.2,2,1.008,21.33955063,0.7948886,0.5347855
1094.2,2,1.08,21.33955063,0.7948886,0.5347855
1094.2,2,1.152,21.33955063,0.7948886,0.5347855
1094.2,2,1.224,21.33955063,0.7948886,0.5347855
1094.2,2,1.296,21.33955063,0.7948886,0.5347855
1094.2,2,1.368,21.33955063,0.7948886,0.5347855
1094.2,2,1.44,21.33955063,0.7948886,0.5347855
1094.2,2.25,0,22.90703599,0.89015263,0.6272277
1094.2,2.25,0.072,21.11633776,0.92414683,0.6658822
1094.2,2.25,0.144,15.79482756,0.7676873,0.50937665
1094.2,2.25,0.216,14.66775238,0.7655086,0.50694275
1094.2,2.25,0.288,14.66775238,0.7655086,0.50694275
1094.2,2.25,0.36,20.62827281,0.8843569,0.6241626
1094.2,2.25,0.432,16.51928924,0.7948886,0.5347855
1094.2,2.25,0.504,16.51928924,0.7948886,0.5347855
1094.2,2.25,0.576,19.07068527,0.7948886,0.5347855
1094.2,2.25,0.648,19.07068527,0.7948886,0.5347855
1094.2,2.25,0.72,19.07068527,0.7948886,0.5347855
1094.2,2.25,0.792,19.07068527,0.7948886,0.5347855
1094.2,2.25,0.864,19.07068527,0.7948886,0.5347855
1094.2,2.25,0.936,19.07068527,0.7948886,0.5347855
1094.2,2.25,1.008,19.07068527,0.7948886,0.5347855
1094.2,2.25,1.08,19.07068527,0.7948886,0.5347855
1094.2,2.25,1.152,19.07068527,0.7948886,0.5347855
1094.2,2.25,1.224,19.07068527,0.7948886,0.5347855
1094.2,2.25,1.296,19.07068527,0.7948886,0.5347855
1094.2,2.25,1.368,19.07068527,0.7948886,0.5347855
1094.2,2.25,1.44,19.07068527,0.7948886,0.5347855
1094.2,2.5,0,22.42167848,0.89015263,0.6272277
1094.2,2.5,0.072,20.87698773,0.92414683,0.6658822
1094.2,2.5,0.144,15.55547753,0.7676873,0.50937665
1094.2,2.5,0.216,14.42840235,0.7655086,0.50694275
1094.2,2.5,0.288,14.42840235,0.7655086,0.50694275
1094.2,2.5,0.36,20.38892277,0.8843569,0.6241626
1094.2,2.5,0.432,16.27993921,0.7948886,0.5347855
1094.2,2.5,0.504,16.27993921,0.7948886,0.5347855
1094.2,2.5,0.576,18.83133524,0.7948886,0.5347855
1094.2,2.5,0.648,18.83133524,0.7948886,0.5347855
1094.2,2.5,0.72,18.83133524,0.7948886,0.5347855
1094.2,2.5,0.792,18.83133524,0.7948886,0.5347855
1094.2,2.5,0.864,18.83133524,0.7948886,0.5347855
1094.2,2.5,0.936,18.83133524,0.7948886,0.5347855
1094.2,2.5,1.008,18.83133524,0.7948886,0.5347855
1094.2,2.5,1.08,18.83133524,0.7948886,0.5347855
1094.2,2.5,1.152,18.83133524,0.7948886,0.5347855
1094.2,2.5,1.224,18.83133524,0.7948886,0.5347855
1094.2,2.5,1.296,18.83133524,0.7948886,0.5347855
1094.2,2.5,1.368,18.83133524,0.7948886,0.5347855
1094.2,2.5,1.44,18.83133524,0.7948886,0.5347855
1094.2,2.75,0,22.41833357,0.89015263,0.6272277
1094.2,2.75,0.072,20.9543301,0.92414683,0.6658822
1094.2,2.75,0.144,15.63281991,0.7676873,0.50937665
1094.2,2.75,0.216,14.47737182,0.7655086,0.50694275
1094.2,2.75,0.288,14.47737182,0.7655086,0.50694275
1094.2,2.75,0.36,20.47419903,0.8843569,0.6241626
1094.2,2.75,0.432,16.36521399,0.7948886,0.5347855
1094.2,2.75,0.504,16.36521399,0.7948886,0.5347855
1094.2,2.75,0.576,18.91661296,0.7948886,0.5347855
1094.2,2.75,0.648,18.91661296,0.7948886,0.5347855
1094.2,2.75,0.72,18.91661296,0.7948886,0.5347855
1094.2,2.75,0.792,18.91661296,0.7948886,0.5347855
1094.2,2.75,0.864,18.91661296,0.7948886,0.5347855
1094.2,2.75,0.936,18.91661296,0.7948886,0.5347855
1094.2,2.75,1.008,18.91661296,0.7948886,0.5347855
1094.2,2.75,1.08,18.91661296,0.7948886,0.5347855
1094.2,2.75,1.152,18.91661296,0.7948886,0.5347855
1094.2,2.75,1.224,18.91661296,0.7948886,0.5347855
1094.2,2.75,1.296,18.91661296,0.7948886,0.5347855
1094.2,2.75,1.368,18.91661296,0.7948886,0.5347855
1094.2,2.75,1.44,18.91661296,0.7948886,0.5347855
1094.2,3,0,22.18488425,0.89015263,0.6272277
1094.2,3,0.072,19.89566378,0.92414683,0.6658822
1094.2,3,0.144,14.57415358,0.7676873,0.50937665
1094.2,3,0.216,12.80682413,0.7655086,0.50694275
1094.2,3,0.288,12.80682413,0.7655086,0.50694275
1094.2,3,0.36,18.80365134,0.8843569,0.6241626
1094.2,3,0.432,14.60741726,0.7948886,0.5347855
1094.2,3,0.504,14.60741726,0.7948886,0.5347855
1094.2,3,0.576,17.15881623,0.7948886,0.5347855
1094.2,3,0.648,17.15881623,0.7948886,0.5347855
1094.2,3,0.72,17.15881623,0.7948886,0.5347855
1094.2,3,0.792,17.15881623,0.7948886,0.5347855
1094.2,3,0.864,17.15881623,0.7948886,0.5347855
1094.2,3,0.936,17.15881623,0.7948886,0.5347855
1094.2,3,1.008,17.15881623,0.7948886,0.5347855
1094.2,3,1.08,17.15881623,0.7948886,0.5347855
1094.2,3,1.152,17.15881623,0.7948886,0.5347855
1094.2,3,1.224,17.15881623,0.7948886,0.5347855
1094.2,3,1.296,17.15881623,0.7948886,0.5347855
1094.2,3,1.368,17.15881623,0.7948886,0.5347855
1094.2,3,1.44,17.15881623,0.7948886,0.5347855
1094.2,3.25,0,22.18488425,0.89015263,0.6272277
1094.2,3.25,0.072,19.89566378,0.92414683,0.6658822
1094.2,3.25,0.144,14.57415358,0.7676873,0.50937665
1094.2,3.25,0.216,12.80682413,0.7655086,0.50694275
1094.2,3.25,0.288,12.80682413,0.7655086,0.50694275
1094.2,3.25,0.36,18.80365134,0.8843569,0.6241626
1094.2,3.25,0.432,14.60741726,0.7948886,0.5347855
1094.2,3.25,0.504,14.60741726,0.7948886,0.5347855
1094.2,3.25,0.576,17.15881623,0.7948886,0.5347855
1094.2,3.25,0.648,17.15881623,0.7948886,0.5347855
1094.2,3.25,0.72,17.15881623,0.7948886,0.5347855
1094.2,3.25,0.792,17.15881623,0.7948886,0.5347855
1094.2,3.25,0.864,17.15881623,0.7948886,0.5347855
1094.2,3.25,0.936,17.15881623,0.7948886,0.5347855
1094.2,3.25,1.008,17.15881623,0.7948886,0.5347855
1094.2,3.25,1.08,17.15881623,0.7948886,0.5347855
1094.2,3.25,1.152,17.15881623,0.7948886,0.5347855
1094.2,3.25,1.224,17.15881623,0.7948886,0.5347855
1094.2,3.25,1.296,17.15881623,0.7948886,0.5347855
1094.2,3.25,1.368,17.15881623,0.7948886,0.5347855
1094.2,3.25,1.44,17.15881623,0.7948886,0.5347855
1094.2,3.5,0,22.18488425,0.89015263,0.6272277
1094.2,3.5,0.072,19.89566378,0.92414683,0.6658822
1094.2,3.5,0.144,14.57415358,0.7676873,0.50937665
1094.2,3.5,0.216,12.80682413,0.7655086,0.50694275
1094.2,3.5,0.288,12.80682413,0.7655086,0.50694275
1094.2,3.5,0.36,18.80365134,0.8843569,0.6241626
1094.2,3.5,0.432,14.60741726,0.7948886,0.5347855
1094.2,3.5,0.504,14.60741726,0.7948886,0.5347855
1094.2,3.5,0.576,17.15881623,0.7948886,0.5347855
1094.2,3.5,0.648,17.15881623,0.7948886,0.5347855
1094.2,3.5,0.72,17.15881623,0.7948886,0.5347855
